mode,team,strategy_id,strategy_name,event_id,event_name,appearances,full_rate,partial_rate,contained_rate,error_rate,blatant_rate,major_rate
standard,balanced+learner,none,无策略,E08,玻璃器皿出现裂纹,1358,0.2334,0.3645,0.2018,0.2003,0.0,0.0
standard,balanced+learner,none,无策略,E09,气瓶未固定,421,0.2352,0.4656,0.1449,0.1544,0.0,0.0
standard,balanced+learner,none,无策略,E10,通风橱内堆放过多物品,614,0.2427,0.3648,0.2736,0.1189,0.0,0.0
standard,balanced+learner,none,无策略,E11,废液混放产生异常气味,620,0.1823,0.3903,0.2274,0.2,0.0,0.0
standard,balanced+learner,none,无策略,E12,加热装置无人值守,586,0.3754,0.1894,0.3294,0.1058,0.0,0.0
standard,balanced+learner,none,无策略,E13,皮肤接触腐蚀性液体,856,0.2722,0.4393,0.0,0.0,0.2886,0.0
standard,balanced+learner,none,无策略,E14,容器内压力异常升高,279,0.3011,0.2115,0.3799,0.1075,0.0,0.0
standard,balanced+learner,none,无策略,E15,实验台出现小型明火,556,0.4424,0.2194,0.0,0.0,0.3381,0.0
standard,balanced+learner,none,无策略,E16,刺激性气味明显增强,1182,0.3689,0.2301,0.3401,0.0609,0.0,0.0
standard,balanced+learner,none,无策略,E17,危化品领用记录与实物不一致,1120,0.3893,0.1741,0.3509,0.0857,0.0,0.0
standard,balanced+learner,none,无策略,E18,实验结束后设备未断电且记录缺失,631,0.2964,0.1268,0.4818,0.0951,0.0,0.0
standard,balanced+learner,none,无策略,E19,装置软管连接松动并有渗漏,653,0.2603,0.4012,0.2205,0.1179,0.0,0.0
standard,balanced+learner,none,无策略,E20,离心样品配平异常,307,0.3746,0.1564,0.3746,0.0945,0.0,0.0
standard,balanced+learner,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,328,0.4726,0.186,0.2744,0.0671,0.0,0.0
standard,balanced+learner,none,无策略,E22,通风橱前窗开启过高导致气流失效,919,0.3808,0.2503,0.2949,0.074,0.0,0.0
standard,balanced+learner,none,无策略,E23,未知粉末散落并引发刺激性不适,984,0.1982,0.3831,0.2348,0.1839,0.0,0.0
standard,balanced+learner,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,912,0.3399,0.2018,0.3695,0.0888,0.0,0.0
standard,balanced+reckless,none,无策略,E01,未佩戴护目镜,674,0.2003,0.4748,0.1602,0.1647,0.0,0.0
standard,balanced+reckless,none,无策略,E02,试剂瓶标签模糊,845,0.2095,0.3562,0.1941,0.2402,0.0,0.0
standard,balanced+reckless,none,无策略,E03,实验台杂乱,937,0.2177,0.4023,0.1889,0.191,0.0,0.0
standard,balanced+reckless,none,无策略,E04,废液桶未及时封口,700,0.3571,0.3257,0.1914,0.1257,0.0,0.0
standard,balanced+reckless,none,无策略,E05,挥发性溶剂在开放环境中转移,907,0.237,0.3749,0.1907,0.1974,0.0,0.0
standard,balanced+reckless,none,无策略,E06,有机溶剂附近存在火源,662,0.3066,0.1752,0.4154,0.1027,0.0,0.0
standard,balanced+reckless,none,无策略,E07,地面少量液体洒漏,442,0.2466,0.3348,0.224,0.1946,0.0,0.0
standard,balanced+reckless,none,无策略,E08,玻璃器皿出现裂纹,1389,0.2397,0.365,0.2131,0.1821,0.0,0.0
standard,balanced+reckless,none,无策略,E09,气瓶未固定,404,0.2649,0.4233,0.1782,0.1337,0.0,0.0
standard,balanced+reckless,none,无策略,E10,通风橱内堆放过多物品,633,0.2638,0.3412,0.2844,0.1106,0.0,0.0
standard,balanced+reckless,none,无策略,E11,废液混放产生异常气味,648,0.2361,0.375,0.1975,0.1914,0.0,0.0
standard,balanced+reckless,none,无策略,E12,加热装置无人值守,607,0.3558,0.1928,0.3789,0.0725,0.0,0.0
standard,balanced+reckless,none,无策略,E13,皮肤接触腐蚀性液体,847,0.2727,0.4345,0.0,0.0,0.2928,0.0
standard,balanced+reckless,none,无策略,E14,容器内压力异常升高,307,0.3192,0.1596,0.4202,0.101,0.0,0.0
standard,balanced+reckless,none,无策略,E15,实验台出现小型明火,556,0.4388,0.2428,0.0,0.0,0.3183,0.0
standard,balanced+reckless,none,无策略,E16,刺激性气味明显增强,1143,0.3841,0.2135,0.3447,0.0577,0.0,0.0
standard,balanced+reckless,none,无策略,E17,危化品领用记录与实物不一致,1166,0.3714,0.1655,0.3602,0.1029,0.0,0.0
standard,balanced+reckless,none,无策略,E18,实验结束后设备未断电且记录缺失,600,0.3233,0.125,0.4583,0.0933,0.0,0.0
standard,balanced+reckless,none,无策略,E19,装置软管连接松动并有渗漏,662,0.281,0.3927,0.2069,0.1193,0.0,0.0
standard,balanced+reckless,none,无策略,E20,离心样品配平异常,322,0.3199,0.1739,0.3944,0.1118,0.0,0.0
standard,balanced+reckless,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,334,0.5,0.1856,0.2665,0.0479,0.0,0.0
standard,balanced+reckless,none,无策略,E22,通风橱前窗开启过高导致气流失效,932,0.4002,0.2017,0.3283,0.0697,0.0,0.0
standard,balanced+reckless,none,无策略,E23,未知粉末散落并引发刺激性不适,947,0.2006,0.3812,0.2418,0.1763,0.0,0.0
standard,balanced+reckless,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,877,0.3934,0.179,0.3729,0.0547,0.0,0.0
standard,balanced+safe,none,无策略,E01,未佩戴护目镜,683,0.2152,0.4627,0.1508,0.1713,0.0,0.0
standard,balanced+safe,none,无策略,E02,试剂瓶标签模糊,864,0.184,0.3762,0.2072,0.2326,0.0,0.0
standard,balanced+safe,none,无策略,E03,实验台杂乱,932,0.1964,0.4152,0.1685,0.22,0.0,0.0
standard,balanced+safe,none,无策略,E04,废液桶未及时封口,669,0.3259,0.3318,0.1973,0.145,0.0,0.0
standard,balanced+safe,none,无策略,E05,挥发性溶剂在开放环境中转移,991,0.2664,0.3724,0.1746,0.1867,0.0,0.0
standard,balanced+safe,none,无策略,E06,有机溶剂附近存在火源,677,0.2688,0.2157,0.3737,0.1418,0.0,0.0
standard,balanced+safe,none,无策略,E07,地面少量液体洒漏,405,0.2148,0.4123,0.1975,0.1753,0.0,0.0
standard,balanced+safe,none,无策略,E08,玻璃器皿出现裂纹,1325,0.2558,0.3826,0.1872,0.1743,0.0,0.0
standard,balanced+safe,none,无策略,E09,气瓶未固定,386,0.228,0.4482,0.1554,0.1684,0.0,0.0
standard,balanced+safe,none,无策略,E10,通风橱内堆放过多物品,620,0.2677,0.3484,0.2629,0.121,0.0,0.0
standard,balanced+safe,none,无策略,E11,废液混放产生异常气味,651,0.1889,0.3748,0.2197,0.2166,0.0,0.0
standard,balanced+safe,none,无策略,E12,加热装置无人值守,591,0.335,0.1946,0.3723,0.0981,0.0,0.0
standard,balanced+safe,none,无策略,E13,皮肤接触腐蚀性液体,876,0.226,0.4452,0.0,0.0,0.3288,0.0
standard,balanced+safe,none,无策略,E14,容器内压力异常升高,319,0.3166,0.1881,0.3668,0.1285,0.0,0.0
standard,balanced+safe,none,无策略,E15,实验台出现小型明火,532,0.4305,0.203,0.0,0.0,0.3665,0.0
standard,balanced+safe,none,无策略,E16,刺激性气味明显增强,1157,0.3457,0.2446,0.3475,0.0622,0.0,0.0
standard,balanced+safe,none,无策略,E17,危化品领用记录与实物不一致,1128,0.3723,0.1995,0.3324,0.0957,0.0,0.0
standard,balanced+safe,none,无策略,E18,实验结束后设备未断电且记录缺失,616,0.2938,0.1153,0.4919,0.099,0.0,0.0
standard,balanced+safe,none,无策略,E19,装置软管连接松动并有渗漏,677,0.2806,0.4239,0.1713,0.1241,0.0,0.0
standard,balanced+safe,none,无策略,E20,离心样品配平异常,323,0.2941,0.2322,0.3437,0.13,0.0,0.0
standard,balanced+safe,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,316,0.4873,0.1994,0.2627,0.0506,0.0,0.0
standard,balanced+safe,none,无策略,E22,通风橱前窗开启过高导致气流失效,969,0.4159,0.2322,0.2848,0.0671,0.0,0.0
standard,balanced+safe,none,无策略,E23,未知粉末散落并引发刺激性不适,918,0.1928,0.3824,0.2146,0.2102,0.0,0.0
standard,balanced+safe,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,860,0.3791,0.1767,0.3721,0.0721,0.0,0.0
standard,expert+expert,none,无策略,E01,未佩戴护目镜,676,0.1672,0.5,0.1701,0.1627,0.0,0.0
standard,expert+expert,none,无策略,E02,试剂瓶标签模糊,865,0.1827,0.3896,0.1977,0.2301,0.0,0.0
standard,expert+expert,none,无策略,E03,实验台杂乱,893,0.1948,0.439,0.168,0.1982,0.0,0.0
standard,expert+expert,none,无策略,E04,废液桶未及时封口,666,0.3529,0.3273,0.1937,0.1261,0.0,0.0
standard,expert+expert,none,无策略,E05,挥发性溶剂在开放环境中转移,976,0.2541,0.373,0.1926,0.1803,0.0,0.0
standard,expert+expert,none,无策略,E06,有机溶剂附近存在火源,688,0.2907,0.2137,0.391,0.1047,0.0,0.0
standard,expert+expert,none,无策略,E07,地面少量液体洒漏,390,0.1718,0.3872,0.2077,0.2333,0.0,0.0
standard,expert+expert,none,无策略,E08,玻璃器皿出现裂纹,1343,0.271,0.3403,0.1943,0.1943,0.0,0.0
standard,expert+expert,none,无策略,E09,气瓶未固定,432,0.2523,0.4306,0.1458,0.1713,0.0,0.0
standard,expert+expert,none,无策略,E10,通风橱内堆放过多物品,613,0.2577,0.3883,0.23,0.124,0.0,0.0
standard,expert+expert,none,无策略,E11,废液混放产生异常气味,663,0.2036,0.3635,0.2459,0.187,0.0,0.0
standard,expert+expert,none,无策略,E12,加热装置无人值守,575,0.3183,0.1791,0.3739,0.1287,0.0,0.0
standard,expert+expert,none,无策略,E13,皮肤接触腐蚀性液体,850,0.2435,0.4659,0.0,0.0,0.2906,0.0
standard,expert+expert,none,无策略,E14,容器内压力异常升高,331,0.3444,0.1662,0.4139,0.0755,0.0,0.0
standard,expert+expert,none,无策略,E15,实验台出现小型明火,559,0.4454,0.229,0.0,0.0,0.3256,0.0
standard,expert+expert,none,无策略,E16,刺激性气味明显增强,1148,0.3711,0.2422,0.3328,0.054,0.0,0.0
standard,expert+expert,none,无策略,E17,危化品领用记录与实物不一致,1136,0.3996,0.1857,0.3389,0.0757,0.0,0.0
standard,expert+expert,none,无策略,E18,实验结束后设备未断电且记录缺失,583,0.295,0.1355,0.5094,0.06,0.0,0.0
standard,expert+expert,none,无策略,E19,装置软管连接松动并有渗漏,633,0.2812,0.3918,0.2148,0.1122,0.0,0.0
standard,expert+expert,none,无策略,E20,离心样品配平异常,335,0.3433,0.1821,0.3701,0.1045,0.0,0.0
standard,expert+expert,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,342,0.4766,0.193,0.2836,0.0468,0.0,0.0
standard,expert+expert,none,无策略,E22,通风橱前窗开启过高导致气流失效,914,0.3818,0.244,0.2932,0.081,0.0,0.0
standard,expert+expert,none,无策略,E23,未知粉末散落并引发刺激性不适,966,0.2019,0.3716,0.235,0.1915,0.0,0.0
standard,expert+expert,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,910,0.3604,0.1978,0.3725,0.0692,0.0,0.0
standard,expert+learner,none,无策略,E01,未佩戴护目镜,665,0.2135,0.4376,0.1714,0.1774,0.0,0.0
standard,expert+learner,none,无策略,E02,试剂瓶标签模糊,877,0.1916,0.3717,0.2166,0.2201,0.0,0.0
standard,expert+learner,none,无策略,E03,实验台杂乱,926,0.2117,0.4179,0.1728,0.1976,0.0,0.0
standard,expert+learner,none,无策略,E04,废液桶未及时封口,651,0.3195,0.341,0.2074,0.1321,0.0,0.0
standard,expert+learner,none,无策略,E05,挥发性溶剂在开放环境中转移,907,0.2503,0.3517,0.2106,0.1874,0.0,0.0
standard,expert+learner,none,无策略,E06,有机溶剂附近存在火源,666,0.2508,0.2102,0.4369,0.1021,0.0,0.0
standard,expert+learner,none,无策略,E07,地面少量液体洒漏,418,0.189,0.4354,0.177,0.1986,0.0,0.0
standard,expert+learner,none,无策略,E08,玻璃器皿出现裂纹,1295,0.2486,0.3521,0.2,0.1992,0.0,0.0
standard,expert+learner,none,无策略,E09,气瓶未固定,397,0.2544,0.4358,0.1511,0.1587,0.0,0.0
standard,expert+learner,none,无策略,E10,通风橱内堆放过多物品,596,0.2466,0.3406,0.3037,0.1091,0.0,0.0
standard,expert+learner,none,无策略,E11,废液混放产生异常气味,645,0.1814,0.3705,0.2264,0.2217,0.0,0.0
standard,expert+learner,none,无策略,E12,加热装置无人值守,599,0.3172,0.1753,0.394,0.1135,0.0,0.0
standard,expert+learner,none,无策略,E13,皮肤接触腐蚀性液体,907,0.2161,0.4553,0.0,0.0,0.3286,0.0
standard,expert+learner,none,无策略,E14,容器内压力异常升高,314,0.3662,0.1752,0.3503,0.1083,0.0,0.0
standard,expert+learner,none,无策略,E15,实验台出现小型明火,539,0.4119,0.2635,0.0,0.0,0.3247,0.0
standard,expert+learner,none,无策略,E16,刺激性气味明显增强,1231,0.3566,0.221,0.3574,0.065,0.0,0.0
standard,expert+learner,none,无策略,E17,危化品领用记录与实物不一致,1080,0.4278,0.1852,0.3204,0.0667,0.0,0.0
standard,expert+learner,none,无策略,E18,实验结束后设备未断电且记录缺失,607,0.3575,0.1104,0.4448,0.0873,0.0,0.0
standard,expert+learner,none,无策略,E19,装置软管连接松动并有渗漏,677,0.2614,0.4062,0.2186,0.1137,0.0,0.0
standard,expert+learner,none,无策略,E20,离心样品配平异常,311,0.3505,0.2412,0.2958,0.1125,0.0,0.0
standard,expert+learner,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,326,0.4479,0.184,0.3006,0.0675,0.0,0.0
standard,expert+learner,none,无策略,E22,通风橱前窗开启过高导致气流失效,959,0.4108,0.219,0.2899,0.0803,0.0,0.0
standard,expert+learner,none,无策略,E23,未知粉末散落并引发刺激性不适,1004,0.1882,0.3705,0.244,0.1972,0.0,0.0
standard,expert+learner,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,902,0.3514,0.184,0.3836,0.0809,0.0,0.0
standard,expert+reckless,none,无策略,E01,未佩戴护目镜,665,0.2511,0.4135,0.1504,0.185,0.0,0.0
standard,expert+reckless,none,无策略,E02,试剂瓶标签模糊,887,0.221,0.3822,0.1984,0.1984,0.0,0.0
standard,expert+reckless,none,无策略,E03,实验台杂乱,941,0.1966,0.3889,0.186,0.2285,0.0,0.0
standard,expert+reckless,none,无策略,E04,废液桶未及时封口,700,0.3457,0.3286,0.2,0.1257,0.0,0.0
standard,expert+reckless,none,无策略,E05,挥发性溶剂在开放环境中转移,922,0.2733,0.3438,0.1811,0.2017,0.0,0.0
standard,expert+reckless,none,无策略,E06,有机溶剂附近存在火源,643,0.325,0.1757,0.3997,0.0995,0.0,0.0
standard,expert+reckless,none,无策略,E07,地面少量液体洒漏,379,0.2216,0.3905,0.2032,0.1847,0.0,0.0
standard,expert+reckless,none,无策略,E08,玻璃器皿出现裂纹,1334,0.2684,0.3351,0.2091,0.1874,0.0,0.0
standard,expert+reckless,none,无策略,E09,气瓶未固定,421,0.2589,0.3705,0.1948,0.1758,0.0,0.0
standard,expert+reckless,none,无策略,E10,通风橱内堆放过多物品,623,0.2777,0.3483,0.2632,0.1108,0.0,0.0
standard,expert+reckless,none,无策略,E11,废液混放产生异常气味,635,0.2173,0.3701,0.2268,0.1858,0.0,0.0
standard,expert+reckless,none,无策略,E12,加热装置无人值守,618,0.3576,0.1909,0.377,0.0744,0.0,0.0
standard,expert+reckless,none,无策略,E13,皮肤接触腐蚀性液体,890,0.2427,0.4596,0.0,0.0,0.2978,0.0
standard,expert+reckless,none,无策略,E14,容器内压力异常升高,307,0.3713,0.1694,0.3713,0.0879,0.0,0.0
standard,expert+reckless,none,无策略,E15,实验台出现小型明火,613,0.4062,0.279,0.0,0.0,0.3148,0.0
standard,expert+reckless,none,无策略,E16,刺激性气味明显增强,1169,0.3832,0.2053,0.3576,0.0539,0.0,0.0
standard,expert+reckless,none,无策略,E17,危化品领用记录与实物不一致,1081,0.3996,0.1785,0.3571,0.0648,0.0,0.0
standard,expert+reckless,none,无策略,E18,实验结束后设备未断电且记录缺失,597,0.3384,0.1256,0.4606,0.0754,0.0,0.0
standard,expert+reckless,none,无策略,E19,装置软管连接松动并有渗漏,642,0.2368,0.4361,0.2212,0.1059,0.0,0.0
standard,expert+reckless,none,无策略,E20,离心样品配平异常,319,0.4044,0.1975,0.3229,0.0752,0.0,0.0
standard,expert+reckless,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,336,0.4792,0.1875,0.2738,0.0595,0.0,0.0
standard,expert+reckless,none,无策略,E22,通风橱前窗开启过高导致气流失效,902,0.4124,0.1962,0.3193,0.0721,0.0,0.0
standard,expert+reckless,none,无策略,E23,未知粉末散落并引发刺激性不适,961,0.2445,0.3538,0.2154,0.1863,0.0,0.0
standard,expert+reckless,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,896,0.3739,0.1775,0.3772,0.0714,0.0,0.0
standard,expert+safe,none,无策略,E01,未佩戴护目镜,671,0.2072,0.465,0.1565,0.1714,0.0,0.0
standard,expert+safe,none,无策略,E02,试剂瓶标签模糊,893,0.1758,0.3695,0.2161,0.2385,0.0,0.0
standard,expert+safe,none,无策略,E03,实验台杂乱,943,0.2216,0.4168,0.1559,0.2057,0.0,0.0
standard,expert+safe,none,无策略,E04,废液桶未及时封口,665,0.3188,0.3353,0.2045,0.1414,0.0,0.0
standard,expert+safe,none,无策略,E05,挥发性溶剂在开放环境中转移,940,0.2404,0.3926,0.1809,0.1862,0.0,0.0
standard,expert+safe,none,无策略,E06,有机溶剂附近存在火源,676,0.2441,0.2308,0.3846,0.1405,0.0,0.0
standard,expert+safe,none,无策略,E07,地面少量液体洒漏,394,0.1701,0.4036,0.2183,0.2081,0.0,0.0
standard,expert+safe,none,无策略,E08,玻璃器皿出现裂纹,1294,0.2573,0.3586,0.1808,0.2032,0.0,0.0
standard,expert+safe,none,无策略,E09,气瓶未固定,409,0.3007,0.4156,0.1418,0.1418,0.0,0.0
standard,expert+safe,none,无策略,E10,通风橱内堆放过多物品,633,0.2607,0.346,0.237,0.1564,0.0,0.0
standard,expert+safe,none,无策略,E11,废液混放产生异常气味,637,0.1978,0.3878,0.237,0.1774,0.0,0.0
standard,expert+safe,none,无策略,E12,加热装置无人值守,628,0.3248,0.2213,0.3615,0.0924,0.0,0.0
standard,expert+safe,none,无策略,E13,皮肤接触腐蚀性液体,922,0.2082,0.4892,0.0,0.0,0.3026,0.0
standard,expert+safe,none,无策略,E14,容器内压力异常升高,299,0.3311,0.204,0.3779,0.087,0.0,0.0
standard,expert+safe,none,无策略,E15,实验台出现小型明火,543,0.4291,0.2449,0.0,0.0,0.326,0.0
standard,expert+safe,none,无策略,E16,刺激性气味明显增强,1168,0.3604,0.2303,0.345,0.0642,0.0,0.0
standard,expert+safe,none,无策略,E17,危化品领用记录与实物不一致,1104,0.4366,0.1766,0.3225,0.0643,0.0,0.0
standard,expert+safe,none,无策略,E18,实验结束后设备未断电且记录缺失,623,0.3002,0.1268,0.488,0.0851,0.0,0.0
standard,expert+safe,none,无策略,E19,装置软管连接松动并有渗漏,658,0.2492,0.4027,0.228,0.1201,0.0,0.0
standard,expert+safe,none,无策略,E20,离心样品配平异常,320,0.3937,0.1906,0.3094,0.1062,0.0,0.0
standard,expert+safe,none,无策略,E21,旋蒸装置夹具松动或收集瓶偏斜,313,0.4569,0.1885,0.2875,0.0671,0.0,0.0
standard,expert+safe,none,无策略,E22,通风橱前窗开启过高导致气流失效,953,0.3767,0.2235,0.3158,0.0839,0.0,0.0
standard,expert+safe,none,无策略,E23,未知粉末散落并引发刺激性不适,945,0.1947,0.382,0.2339,0.1894,0.0,0.0
standard,expert+safe,none,无策略,E24,钢瓶减压阀异常结霜并伴异响,865,0.3445,0.2104,0.3445,0.1006,0.0,0.0
standard,learner+learner,none,无策略,E01,未佩戴护目镜,641,0.2668,0.4431,0.1248,0.1654,0.0,0.0
standard,learner+learner,none,无策略,E02,试剂瓶标签模糊,907,0.1985,0.3506,0.1786,0.2723,0.0,0.0
standard,learner+learner,none,无策略,E03,实验台杂乱,953,0.2256,0.3809,0.1878,0.2057,0.0,0.0
standard,learner+learner,none,无策略,E04,废液桶未及时封口,661,0.3888,0.3056,0.1831,0.1225,0.0,0.0
standard,learner+learner,none,无策略,E05,挥发性溶剂在开放环境中转移,938,0.1962,0.3774,0.1898,0.2367,0.0,0.0
standard,learner+learner,none,无策略,E06,有机溶剂附近存在火源,659,0.2534,0.1608,0.4097,0.176,0.0,0.0
standard,learner+learner,none,无策略,E07,地面少量液体洒漏,402,0.2264,0.393,0.1816,0.199,0.0,0.0
standard,learner+learner,none,无策略,E08,玻璃器皿出现裂纹,1352,0.2115,0.3565,0.2064,0.2256,0.0,0.0
standard,learner+learner,none,无策略,E09,气瓶未固定,419,0.2434,0.4487,0.1575,0.1504,0.0,0.0
