mode,team,strategy_id,strategy_name,task_id,task_name,appearances,completions,completion_rate,reward
standard,learner+reckless,none,无策略,T06,通风橱内称量与转移,1412,741,0.5248,gain_redraw
standard,learner+reckless,none,无策略,T07,清理实验台,1484,876,0.5903,recover_safety
standard,learner+reckless,none,无策略,T08,紧急情况报告与撤离,1448,848,0.5856,control_choice
standard,learner+reckless,none,无策略,T09,危险化学品领用与登记,1453,834,0.574,reduce_upgrade
standard,learner+reckless,none,无策略,T10,低温/高温设备使用,1492,903,0.6052,recover_safety
standard,learner+reckless,none,无策略,T11,旋蒸或离心设备操作,1440,833,0.5785,gain_redraw
standard,learner+reckless,none,无策略,T12,实验结束后的交接检查,1442,812,0.5631,clear_hazard
standard,learner+safe,none,无策略,T01,配制酸溶液,1394,905,0.6492,recover_safety
standard,learner+safe,none,无策略,T02,有机溶剂转移,1475,821,0.5566,clear_hazard
standard,learner+safe,none,无策略,T03,加热回流,1448,710,0.4903,reduce_upgrade
standard,learner+safe,none,无策略,T04,废液分类处理,1467,872,0.5944,clear_hazard
standard,learner+safe,none,无策略,T05,气瓶连接使用,1412,795,0.563,reduce_upgrade
standard,learner+safe,none,无策略,T06,通风橱内称量与转移,1480,819,0.5534,gain_redraw
standard,learner+safe,none,无策略,T07,清理实验台,1411,853,0.6045,recover_safety
standard,learner+safe,none,无策略,T08,紧急情况报告与撤离,1513,911,0.6021,control_choice
standard,learner+safe,none,无策略,T09,危险化学品领用与登记,1465,847,0.5782,reduce_upgrade
standard,learner+safe,none,无策略,T10,低温/高温设备使用,1485,869,0.5852,recover_safety
standard,learner+safe,none,无策略,T11,旋蒸或离心设备操作,1474,889,0.6031,gain_redraw
standard,learner+safe,none,无策略,T12,实验结束后的交接检查,1445,822,0.5689,clear_hazard
standard,reckless+reckless,none,无策略,T01,配制酸溶液,1409,855,0.6068,recover_safety
standard,reckless+reckless,none,无策略,T02,有机溶剂转移,1450,759,0.5234,clear_hazard
standard,reckless+reckless,none,无策略,T03,加热回流,1424,664,0.4663,reduce_upgrade
standard,reckless+reckless,none,无策略,T04,废液分类处理,1418,755,0.5324,clear_hazard
standard,reckless+reckless,none,无策略,T05,气瓶连接使用,1506,811,0.5385,reduce_upgrade
standard,reckless+reckless,none,无策略,T06,通风橱内称量与转移,1479,764,0.5166,gain_redraw
standard,reckless+reckless,none,无策略,T07,清理实验台,1385,784,0.5661,recover_safety
standard,reckless+reckless,none,无策略,T08,紧急情况报告与撤离,1471,746,0.5071,control_choice
standard,reckless+reckless,none,无策略,T09,危险化学品领用与登记,1424,800,0.5618,reduce_upgrade
standard,reckless+reckless,none,无策略,T10,低温/高温设备使用,1428,811,0.5679,recover_safety
standard,reckless+reckless,none,无策略,T11,旋蒸或离心设备操作,1409,785,0.5571,gain_redraw
standard,reckless+reckless,none,无策略,T12,实验结束后的交接检查,1415,851,0.6014,clear_hazard
standard,reckless+safe,none,无策略,T01,配制酸溶液,1445,923,0.6388,recover_safety
standard,reckless+safe,none,无策略,T02,有机溶剂转移,1490,873,0.5859,clear_hazard
standard,reckless+safe,none,无策略,T03,加热回流,1460,742,0.5082,reduce_upgrade
standard,reckless+safe,none,无策略,T04,废液分类处理,1472,890,0.6046,clear_hazard
standard,reckless+safe,none,无策略,T05,气瓶连接使用,1432,828,0.5782,reduce_upgrade
standard,reckless+safe,none,无策略,T06,通风橱内称量与转移,1426,767,0.5379,gain_redraw
standard,reckless+safe,none,无策略,T07,清理实验台,1459,876,0.6004,recover_safety
standard,reckless+safe,none,无策略,T08,紧急情况报告与撤离,1478,910,0.6157,control_choice
standard,reckless+safe,none,无策略,T09,危险化学品领用与登记,1434,854,0.5955,reduce_upgrade
standard,reckless+safe,none,无策略,T10,低温/高温设备使用,1424,837,0.5878,recover_safety
standard,reckless+safe,none,无策略,T11,旋蒸或离心设备操作,1480,894,0.6041,gain_redraw
standard,reckless+safe,none,无策略,T12,实验结束后的交接检查,1451,839,0.5782,clear_hazard
standard,safe+safe,none,无策略,T01,配制酸溶液,1452,915,0.6302,recover_safety
standard,safe+safe,none,无策略,T02,有机溶剂转移,1485,864,0.5818,clear_hazard
standard,safe+safe,none,无策略,T03,加热回流,1479,791,0.5348,reduce_upgrade
standard,safe+safe,none,无策略,T04,废液分类处理,1442,890,0.6172,clear_hazard
standard,safe+safe,none,无策略,T05,气瓶连接使用,1466,870,0.5935,reduce_upgrade
standard,safe+safe,none,无策略,T06,通风橱内称量与转移,1451,796,0.5486,gain_redraw
standard,safe+safe,none,无策略,T07,清理实验台,1431,865,0.6045,recover_safety
standard,safe+safe,none,无策略,T08,紧急情况报告与撤离,1435,858,0.5979,control_choice
standard,safe+safe,none,无策略,T09,危险化学品领用与登记,1450,887,0.6117,reduce_upgrade
standard,safe+safe,none,无策略,T10,低温/高温设备使用,1462,837,0.5725,recover_safety
standard,safe+safe,none,无策略,T11,旋蒸或离心设备操作,1491,930,0.6237,gain_redraw
standard,safe+safe,none,无策略,T12,实验结束后的交接检查,1428,829,0.5805,clear_hazard
teaching,balanced+balanced,none,无策略,T01,配制酸溶液,1448,898,0.6202,recover_safety
teaching,balanced+balanced,none,无策略,T02,有机溶剂转移,1442,824,0.5714,clear_hazard
teaching,balanced+balanced,none,无策略,T03,加热回流,1493,821,0.5499,reduce_upgrade
teaching,balanced+balanced,none,无策略,T04,废液分类处理,1479,928,0.6275,clear_hazard
teaching,balanced+balanced,none,无策略,T05,气瓶连接使用,1463,862,0.5892,reduce_upgrade
teaching,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1510,843,0.5583,gain_redraw
teaching,balanced+balanced,none,无策略,T07,清理实验台,1486,876,0.5895,recover_safety
teaching,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1499,958,0.6391,control_choice
teaching,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1484,866,0.5836,reduce_upgrade
teaching,balanced+balanced,none,无策略,T10,低温/高温设备使用,1490,861,0.5779,recover_safety
teaching,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1518,903,0.5949,gain_redraw
teaching,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1524,861,0.565,clear_hazard
challenge,balanced+balanced,none,无策略,T01,配制酸溶液,1265,780,0.6166,recover_safety
challenge,balanced+balanced,none,无策略,T02,有机溶剂转移,1334,743,0.557,clear_hazard
challenge,balanced+balanced,none,无策略,T03,加热回流,1265,669,0.5289,reduce_upgrade
challenge,balanced+balanced,none,无策略,T04,废液分类处理,1287,738,0.5734,clear_hazard
challenge,balanced+balanced,none,无策略,T05,气瓶连接使用,1260,703,0.5579,reduce_upgrade
challenge,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1244,670,0.5386,gain_redraw
challenge,balanced+balanced,none,无策略,T07,清理实验台,1319,772,0.5853,recover_safety
challenge,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1246,707,0.5674,control_choice
challenge,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1232,728,0.5909,reduce_upgrade
challenge,balanced+balanced,none,无策略,T10,低温/高温设备使用,1211,679,0.5607,recover_safety
challenge,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1269,767,0.6044,gain_redraw
challenge,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1273,724,0.5687,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T01,配制酸溶液,1475,905,0.6136,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T02,有机溶剂转移,1492,839,0.5623,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T03,加热回流,1480,761,0.5142,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T04,废液分类处理,1420,872,0.6141,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T05,气瓶连接使用,1467,842,0.574,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T06,通风橱内称量与转移,1506,856,0.5684,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T07,清理实验台,1481,871,0.5881,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T08,紧急情况报告与撤离,1464,893,0.61,control_choice
standard,balanced+balanced,stable_management,稳健管理,T09,危险化学品领用与登记,1487,894,0.6012,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T10,低温/高温设备使用,1464,863,0.5895,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T11,旋蒸或离心设备操作,1470,917,0.6238,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T12,实验结束后的交接检查,1510,867,0.5742,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T01,配制酸溶液,1474,929,0.6303,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T02,有机溶剂转移,1434,807,0.5628,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T03,加热回流,1455,809,0.556,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T04,废液分类处理,1484,887,0.5977,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T05,气瓶连接使用,1405,792,0.5637,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T06,通风橱内称量与转移,1450,767,0.529,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T07,清理实验台,1468,874,0.5954,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T08,紧急情况报告与撤离,1457,926,0.6356,control_choice
standard,balanced+balanced,efficiency_first,效率优先,T09,危险化学品领用与登记,1448,823,0.5684,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T10,低温/高温设备使用,1426,839,0.5884,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T11,旋蒸或离心设备操作,1350,820,0.6074,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T12,实验结束后的交接检查,1375,803,0.584,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T01,配制酸溶液,1441,913,0.6336,recover_safety
standard,balanced+balanced,standards_first,规范先行,T02,有机溶剂转移,1375,800,0.5818,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T03,加热回流,1432,789,0.551,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T04,废液分类处理,1400,848,0.6057,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T05,气瓶连接使用,1423,796,0.5594,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T06,通风橱内称量与转移,1462,789,0.5397,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T07,清理实验台,1431,850,0.594,recover_safety
standard,balanced+balanced,standards_first,规范先行,T08,紧急情况报告与撤离,1405,867,0.6171,control_choice
standard,balanced+balanced,standards_first,规范先行,T09,危险化学品领用与登记,1400,809,0.5779,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T10,低温/高温设备使用,1446,849,0.5871,recover_safety
standard,balanced+balanced,standards_first,规范先行,T11,旋蒸或离心设备操作,1393,855,0.6138,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T12,实验结束后的交接检查,1395,838,0.6007,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T01,配制酸溶液,1471,886,0.6023,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T02,有机溶剂转移,1475,842,0.5708,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T03,加热回流,1474,829,0.5624,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T04,废液分类处理,1497,909,0.6072,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T05,气瓶连接使用,1474,845,0.5733,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T06,通风橱内称量与转移,1493,841,0.5633,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T07,清理实验台,1476,877,0.5942,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T08,紧急情况报告与撤离,1433,890,0.6211,control_choice
standard,balanced+balanced,risk_isolation,风险隔离,T09,危险化学品领用与登记,1451,835,0.5755,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T10,低温/高温设备使用,1491,879,0.5895,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T11,旋蒸或离心设备操作,1496,901,0.6023,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T12,实验结束后的交接检查,1426,835,0.5856,clear_hazard
