mode,team,strategy_id,strategy_name,task_id,task_name,appearances,completions,completion_rate,reward
standard,balanced+learner,none,无策略,T10,低温/高温设备使用,1410,880,0.6241,recover_safety
standard,balanced+learner,none,无策略,T11,旋蒸或离心设备操作,1446,857,0.5927,gain_redraw
standard,balanced+learner,none,无策略,T12,实验结束后的交接检查,1437,866,0.6026,clear_hazard
standard,balanced+reckless,none,无策略,T01,配制酸溶液,1501,991,0.6602,recover_safety
standard,balanced+reckless,none,无策略,T02,有机溶剂转移,1469,891,0.6065,clear_hazard
standard,balanced+reckless,none,无策略,T03,加热回流,1446,781,0.5401,reduce_upgrade
standard,balanced+reckless,none,无策略,T04,废液分类处理,1417,853,0.602,clear_hazard
standard,balanced+reckless,none,无策略,T05,气瓶连接使用,1435,808,0.5631,reduce_upgrade
standard,balanced+reckless,none,无策略,T06,通风橱内称量与转移,1424,745,0.5232,gain_redraw
standard,balanced+reckless,none,无策略,T07,清理实验台,1452,866,0.5964,recover_safety
standard,balanced+reckless,none,无策略,T08,紧急情况报告与撤离,1474,940,0.6377,control_choice
standard,balanced+reckless,none,无策略,T09,危险化学品领用与登记,1425,752,0.5277,reduce_upgrade
standard,balanced+reckless,none,无策略,T10,低温/高温设备使用,1441,917,0.6364,recover_safety
standard,balanced+reckless,none,无策略,T11,旋蒸或离心设备操作,1471,875,0.5948,gain_redraw
standard,balanced+reckless,none,无策略,T12,实验结束后的交接检查,1506,904,0.6003,clear_hazard
standard,balanced+safe,none,无策略,T01,配制酸溶液,1394,899,0.6449,recover_safety
standard,balanced+safe,none,无策略,T02,有机溶剂转移,1455,826,0.5677,clear_hazard
standard,balanced+safe,none,无策略,T03,加热回流,1444,811,0.5616,reduce_upgrade
standard,balanced+safe,none,无策略,T04,废液分类处理,1465,898,0.613,clear_hazard
standard,balanced+safe,none,无策略,T05,气瓶连接使用,1481,799,0.5395,reduce_upgrade
standard,balanced+safe,none,无策略,T06,通风橱内称量与转移,1423,733,0.5151,gain_redraw
standard,balanced+safe,none,无策略,T07,清理实验台,1447,879,0.6075,recover_safety
standard,balanced+safe,none,无策略,T08,紧急情况报告与撤离,1499,909,0.6064,control_choice
standard,balanced+safe,none,无策略,T09,危险化学品领用与登记,1463,792,0.5414,reduce_upgrade
standard,balanced+safe,none,无策略,T10,低温/高温设备使用,1475,921,0.6244,recover_safety
standard,balanced+safe,none,无策略,T11,旋蒸或离心设备操作,1419,867,0.611,gain_redraw
standard,balanced+safe,none,无策略,T12,实验结束后的交接检查,1445,865,0.5986,clear_hazard
standard,expert+expert,none,无策略,T01,配制酸溶液,1451,949,0.654,recover_safety
standard,expert+expert,none,无策略,T02,有机溶剂转移,1456,763,0.524,clear_hazard
standard,expert+expert,none,无策略,T03,加热回流,1500,862,0.5747,reduce_upgrade
standard,expert+expert,none,无策略,T04,废液分类处理,1443,887,0.6147,clear_hazard
standard,expert+expert,none,无策略,T05,气瓶连接使用,1432,802,0.5601,reduce_upgrade
standard,expert+expert,none,无策略,T06,通风橱内称量与转移,1435,791,0.5512,gain_redraw
standard,expert+expert,none,无策略,T07,清理实验台,1427,874,0.6125,recover_safety
standard,expert+expert,none,无策略,T08,紧急情况报告与撤离,1516,974,0.6425,control_choice
standard,expert+expert,none,无策略,T09,危险化学品领用与登记,1412,735,0.5205,reduce_upgrade
standard,expert+expert,none,无策略,T10,低温/高温设备使用,1430,895,0.6259,recover_safety
standard,expert+expert,none,无策略,T11,旋蒸或离心设备操作,1477,933,0.6317,gain_redraw
standard,expert+expert,none,无策略,T12,实验结束后的交接检查,1429,849,0.5941,clear_hazard
standard,expert+learner,none,无策略,T01,配制酸溶液,1470,987,0.6714,recover_safety
standard,expert+learner,none,无策略,T02,有机溶剂转移,1412,789,0.5588,clear_hazard
standard,expert+learner,none,无策略,T03,加热回流,1460,821,0.5623,reduce_upgrade
standard,expert+learner,none,无策略,T04,废液分类处理,1463,916,0.6261,clear_hazard
standard,expert+learner,none,无策略,T05,气瓶连接使用,1448,770,0.5318,reduce_upgrade
standard,expert+learner,none,无策略,T06,通风橱内称量与转移,1416,726,0.5127,gain_redraw
standard,expert+learner,none,无策略,T07,清理实验台,1447,885,0.6116,recover_safety
standard,expert+learner,none,无策略,T08,紧急情况报告与撤离,1497,903,0.6032,control_choice
standard,expert+learner,none,无策略,T09,危险化学品领用与登记,1462,759,0.5192,reduce_upgrade
standard,expert+learner,none,无策略,T10,低温/高温设备使用,1430,875,0.6119,recover_safety
standard,expert+learner,none,无策略,T11,旋蒸或离心设备操作,1454,886,0.6094,gain_redraw
standard,expert+learner,none,无策略,T12,实验结束后的交接检查,1511,899,0.595,clear_hazard
standard,expert+reckless,none,无策略,T01,配制酸溶液,1465,957,0.6532,recover_safety
standard,expert+reckless,none,无策略,T02,有机溶剂转移,1475,840,0.5695,clear_hazard
standard,expert+reckless,none,无策略,T03,加热回流,1371,756,0.5514,reduce_upgrade
standard,expert+reckless,none,无策略,T04,废液分类处理,1449,897,0.619,clear_hazard
standard,expert+reckless,none,无策略,T05,气瓶连接使用,1479,839,0.5673,reduce_upgrade
standard,expert+reckless,none,无策略,T06,通风橱内称量与转移,1456,745,0.5117,gain_redraw
standard,expert+reckless,none,无策略,T07,清理实验台,1490,900,0.604,recover_safety
standard,expert+reckless,none,无策略,T08,紧急情况报告与撤离,1486,936,0.6299,control_choice
standard,expert+reckless,none,无策略,T09,危险化学品领用与登记,1436,765,0.5327,reduce_upgrade
standard,expert+reckless,none,无策略,T10,低温/高温设备使用,1425,908,0.6372,recover_safety
standard,expert+reckless,none,无策略,T11,旋蒸或离心设备操作,1420,868,0.6113,gain_redraw
standard,expert+reckless,none,无策略,T12,实验结束后的交接检查,1464,867,0.5922,clear_hazard
standard,expert+safe,none,无策略,T01,配制酸溶液,1470,969,0.6592,recover_safety
standard,expert+safe,none,无策略,T02,有机溶剂转移,1418,799,0.5635,clear_hazard
standard,expert+safe,none,无策略,T03,加热回流,1452,760,0.5234,reduce_upgrade
standard,expert+safe,none,无策略,T04,废液分类处理,1481,877,0.5922,clear_hazard
standard,expert+safe,none,无策略,T05,气瓶连接使用,1428,806,0.5644,reduce_upgrade
standard,expert+safe,none,无策略,T06,通风橱内称量与转移,1491,810,0.5433,gain_redraw
standard,expert+safe,none,无策略,T07,清理实验台,1415,891,0.6297,recover_safety
standard,expert+safe,none,无策略,T08,紧急情况报告与撤离,1514,939,0.6202,control_choice
standard,expert+safe,none,无策略,T09,危险化学品领用与登记,1397,723,0.5175,reduce_upgrade
standard,expert+safe,none,无策略,T10,低温/高温设备使用,1455,909,0.6247,recover_safety
standard,expert+safe,none,无策略,T11,旋蒸或离心设备操作,1476,873,0.5915,gain_redraw
standard,expert+safe,none,无策略,T12,实验结束后的交接检查,1412,860,0.6091,clear_hazard
standard,learner+learner,none,无策略,T01,配制酸溶液,1433,961,0.6706,recover_safety
standard,learner+learner,none,无策略,T02,有机溶剂转移,1451,729,0.5024,clear_hazard
standard,learner+learner,none,无策略,T03,加热回流,1415,705,0.4982,reduce_upgrade
standard,learner+learner,none,无策略,T04,废液分类处理,1467,911,0.621,clear_hazard
standard,learner+learner,none,无策略,T05,气瓶连接使用,1431,790,0.5521,reduce_upgrade
standard,learner+learner,none,无策略,T06,通风橱内称量与转移,1445,726,0.5024,gain_redraw
standard,learner+learner,none,无策略,T07,清理实验台,1439,840,0.5837,recover_safety
standard,learner+learner,none,无策略,T08,紧急情况报告与撤离,1423,865,0.6079,control_choice
standard,learner+learner,none,无策略,T09,危险化学品领用与登记,1416,690,0.4873,reduce_upgrade
standard,learner+learner,none,无策略,T10,低温/高温设备使用,1461,878,0.601,recover_safety
standard,learner+learner,none,无策略,T11,旋蒸或离心设备操作,1472,845,0.574,gain_redraw
standard,learner+learner,none,无策略,T12,实验结束后的交接检查,1479,867,0.5862,clear_hazard
standard,learner+reckless,none,无策略,T01,配制酸溶液,1423,923,0.6486,recover_safety
standard,learner+reckless,none,无策略,T02,有机溶剂转移,1391,720,0.5176,clear_hazard
standard,learner+reckless,none,无策略,T03,加热回流,1444,802,0.5554,reduce_upgrade
standard,learner+reckless,none,无策略,T04,废液分类处理,1473,888,0.6029,clear_hazard
standard,learner+reckless,none,无策略,T05,气瓶连接使用,1477,764,0.5173,reduce_upgrade
standard,learner+reckless,none,无策略,T06,通风橱内称量与转移,1456,774,0.5316,gain_redraw
standard,learner+reckless,none,无策略,T07,清理实验台,1439,845,0.5872,recover_safety
standard,learner+reckless,none,无策略,T08,紧急情况报告与撤离,1472,911,0.6189,control_choice
standard,learner+reckless,none,无策略,T09,危险化学品领用与登记,1456,742,0.5096,reduce_upgrade
standard,learner+reckless,none,无策略,T10,低温/高温设备使用,1390,868,0.6245,recover_safety
standard,learner+reckless,none,无策略,T11,旋蒸或离心设备操作,1494,860,0.5756,gain_redraw
standard,learner+reckless,none,无策略,T12,实验结束后的交接检查,1446,854,0.5906,clear_hazard
standard,learner+safe,none,无策略,T01,配制酸溶液,1437,929,0.6465,recover_safety
standard,learner+safe,none,无策略,T02,有机溶剂转移,1462,818,0.5595,clear_hazard
standard,learner+safe,none,无策略,T03,加热回流,1456,770,0.5288,reduce_upgrade
standard,learner+safe,none,无策略,T04,废液分类处理,1450,846,0.5834,clear_hazard
standard,learner+safe,none,无策略,T05,气瓶连接使用,1442,773,0.5361,reduce_upgrade
standard,learner+safe,none,无策略,T06,通风橱内称量与转移,1427,768,0.5382,gain_redraw
standard,learner+safe,none,无策略,T07,清理实验台,1422,892,0.6273,recover_safety
standard,learner+safe,none,无策略,T08,紧急情况报告与撤离,1500,933,0.622,control_choice
standard,learner+safe,none,无策略,T09,危险化学品领用与登记,1459,792,0.5428,reduce_upgrade
standard,learner+safe,none,无策略,T10,低温/高温设备使用,1436,924,0.6435,recover_safety
standard,learner+safe,none,无策略,T11,旋蒸或离心设备操作,1432,840,0.5866,gain_redraw
standard,learner+safe,none,无策略,T12,实验结束后的交接检查,1426,827,0.5799,clear_hazard
standard,reckless+reckless,none,无策略,T01,配制酸溶液,1354,836,0.6174,recover_safety
standard,reckless+reckless,none,无策略,T02,有机溶剂转移,1461,717,0.4908,clear_hazard
standard,reckless+reckless,none,无策略,T03,加热回流,1447,657,0.454,reduce_upgrade
standard,reckless+reckless,none,无策略,T04,废液分类处理,1412,797,0.5644,clear_hazard
standard,reckless+reckless,none,无策略,T05,气瓶连接使用,1396,751,0.538,reduce_upgrade
standard,reckless+reckless,none,无策略,T06,通风橱内称量与转移,1425,700,0.4912,gain_redraw
standard,reckless+reckless,none,无策略,T07,清理实验台,1351,783,0.5796,recover_safety
standard,reckless+reckless,none,无策略,T08,紧急情况报告与撤离,1401,666,0.4754,control_choice
standard,reckless+reckless,none,无策略,T09,危险化学品领用与登记,1429,748,0.5234,reduce_upgrade
standard,reckless+reckless,none,无策略,T10,低温/高温设备使用,1419,799,0.5631,recover_safety
standard,reckless+reckless,none,无策略,T11,旋蒸或离心设备操作,1424,767,0.5386,gain_redraw
standard,reckless+reckless,none,无策略,T12,实验结束后的交接检查,1412,828,0.5864,clear_hazard
standard,reckless+safe,none,无策略,T01,配制酸溶液,1453,936,0.6442,recover_safety
standard,reckless+safe,none,无策略,T02,有机溶剂转移,1491,820,0.55,clear_hazard
standard,reckless+safe,none,无策略,T03,加热回流,1456,810,0.5563,reduce_upgrade
standard,reckless+safe,none,无策略,T04,废液分类处理,1463,922,0.6302,clear_hazard
standard,reckless+safe,none,无策略,T05,气瓶连接使用,1446,788,0.545,reduce_upgrade
standard,reckless+safe,none,无策略,T06,通风橱内称量与转移,1479,788,0.5328,gain_redraw
standard,reckless+safe,none,无策略,T07,清理实验台,1451,888,0.612,recover_safety
standard,reckless+safe,none,无策略,T08,紧急情况报告与撤离,1450,886,0.611,control_choice
standard,reckless+safe,none,无策略,T09,危险化学品领用与登记,1411,771,0.5464,reduce_upgrade
standard,reckless+safe,none,无策略,T10,低温/高温设备使用,1404,878,0.6254,recover_safety
standard,reckless+safe,none,无策略,T11,旋蒸或离心设备操作,1421,837,0.589,gain_redraw
standard,reckless+safe,none,无策略,T12,实验结束后的交接检查,1433,876,0.6113,clear_hazard
standard,safe+safe,none,无策略,T01,配制酸溶液,1446,982,0.6791,recover_safety
standard,safe+safe,none,无策略,T02,有机溶剂转移,1422,800,0.5626,clear_hazard
standard,safe+safe,none,无策略,T03,加热回流,1475,801,0.5431,reduce_upgrade
standard,safe+safe,none,无策略,T04,废液分类处理,1426,881,0.6178,clear_hazard
standard,safe+safe,none,无策略,T05,气瓶连接使用,1450,778,0.5366,reduce_upgrade
standard,safe+safe,none,无策略,T06,通风橱内称量与转移,1446,752,0.5201,gain_redraw
standard,safe+safe,none,无策略,T07,清理实验台,1439,913,0.6345,recover_safety
standard,safe+safe,none,无策略,T08,紧急情况报告与撤离,1412,866,0.6133,control_choice
standard,safe+safe,none,无策略,T09,危险化学品领用与登记,1425,729,0.5116,reduce_upgrade
standard,safe+safe,none,无策略,T10,低温/高温设备使用,1434,886,0.6179,recover_safety
standard,safe+safe,none,无策略,T11,旋蒸或离心设备操作,1503,902,0.6001,gain_redraw
standard,safe+safe,none,无策略,T12,实验结束后的交接检查,1463,885,0.6049,clear_hazard
teaching,balanced+balanced,none,无策略,T01,配制酸溶液,1495,993,0.6642,recover_safety
teaching,balanced+balanced,none,无策略,T02,有机溶剂转移,1498,887,0.5921,clear_hazard
teaching,balanced+balanced,none,无策略,T03,加热回流,1453,820,0.5643,reduce_upgrade
teaching,balanced+balanced,none,无策略,T04,废液分类处理,1476,923,0.6253,clear_hazard
teaching,balanced+balanced,none,无策略,T05,气瓶连接使用,1474,819,0.5556,reduce_upgrade
teaching,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1462,772,0.528,gain_redraw
teaching,balanced+balanced,none,无策略,T07,清理实验台,1511,981,0.6492,recover_safety
teaching,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1459,939,0.6436,control_choice
teaching,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1415,711,0.5025,reduce_upgrade
teaching,balanced+balanced,none,无策略,T10,低温/高温设备使用,1472,969,0.6583,recover_safety
teaching,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1463,896,0.6124,gain_redraw
teaching,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1509,915,0.6064,clear_hazard
challenge,balanced+balanced,none,无策略,T01,配制酸溶液,1260,799,0.6341,recover_safety
challenge,balanced+balanced,none,无策略,T02,有机溶剂转移,1259,655,0.5203,clear_hazard
challenge,balanced+balanced,none,无策略,T03,加热回流,1266,625,0.4937,reduce_upgrade
challenge,balanced+balanced,none,无策略,T04,废液分类处理,1208,694,0.5745,clear_hazard
challenge,balanced+balanced,none,无策略,T05,气瓶连接使用,1277,653,0.5114,reduce_upgrade
challenge,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1241,605,0.4875,gain_redraw
challenge,balanced+balanced,none,无策略,T07,清理实验台,1248,781,0.6258,recover_safety
challenge,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1248,724,0.5801,control_choice
challenge,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1219,612,0.5021,reduce_upgrade
challenge,balanced+balanced,none,无策略,T10,低温/高温设备使用,1248,770,0.617,recover_safety
challenge,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1255,714,0.5689,gain_redraw
challenge,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1216,693,0.5699,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T01,配制酸溶液,1472,977,0.6637,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T02,有机溶剂转移,1491,880,0.5902,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T03,加热回流,1482,820,0.5533,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T04,废液分类处理,1453,912,0.6277,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T05,气瓶连接使用,1450,763,0.5262,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T06,通风橱内称量与转移,1498,794,0.53,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T07,清理实验台,1486,921,0.6198,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T08,紧急情况报告与撤离,1447,905,0.6254,control_choice
standard,balanced+balanced,stable_management,稳健管理,T09,危险化学品领用与登记,1513,786,0.5195,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T10,低温/高温设备使用,1475,943,0.6393,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T11,旋蒸或离心设备操作,1424,855,0.6004,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T12,实验结束后的交接检查,1489,888,0.5964,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T01,配制酸溶液,1398,917,0.6559,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T02,有机溶剂转移,1469,826,0.5623,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T03,加热回流,1435,779,0.5429,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T04,废液分类处理,1428,912,0.6387,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T05,气瓶连接使用,1445,793,0.5488,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T06,通风橱内称量与转移,1378,722,0.5239,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T07,清理实验台,1413,888,0.6285,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T08,紧急情况报告与撤离,1423,918,0.6451,control_choice
standard,balanced+balanced,efficiency_first,效率优先,T09,危险化学品领用与登记,1448,750,0.518,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T10,低温/高温设备使用,1445,915,0.6332,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T11,旋蒸或离心设备操作,1452,859,0.5916,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T12,实验结束后的交接检查,1443,903,0.6258,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T01,配制酸溶液,1478,947,0.6407,recover_safety
standard,balanced+balanced,standards_first,规范先行,T02,有机溶剂转移,1402,810,0.5777,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T03,加热回流,1479,828,0.5598,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T04,废液分类处理,1405,887,0.6313,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T05,气瓶连接使用,1395,756,0.5419,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T06,通风橱内称量与转移,1423,726,0.5102,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T07,清理实验台,1375,840,0.6109,recover_safety
standard,balanced+balanced,standards_first,规范先行,T08,紧急情况报告与撤离,1433,928,0.6476,control_choice
standard,balanced+balanced,standards_first,规范先行,T09,危险化学品领用与登记,1400,722,0.5157,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T10,低温/高温设备使用,1422,903,0.635,recover_safety
standard,balanced+balanced,standards_first,规范先行,T11,旋蒸或离心设备操作,1379,840,0.6091,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T12,实验结束后的交接检查,1448,870,0.6008,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T01,配制酸溶液,1513,961,0.6352,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T02,有机溶剂转移,1425,850,0.5965,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T03,加热回流,1480,823,0.5561,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T04,废液分类处理,1475,928,0.6292,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T05,气瓶连接使用,1529,836,0.5468,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T06,通风橱内称量与转移,1431,745,0.5206,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T07,清理实验台,1476,945,0.6402,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T08,紧急情况报告与撤离,1414,873,0.6174,control_choice
standard,balanced+balanced,risk_isolation,风险隔离,T09,危险化学品领用与登记,1515,766,0.5056,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T10,低温/高温设备使用,1441,918,0.6371,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T11,旋蒸或离心设备操作,1456,915,0.6284,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T12,实验结束后的交接检查,1482,896,0.6046,clear_hazard
