mode,team,strategy_id,strategy_name,task_id,task_name,appearances,completions,completion_rate,reward
standard,learner+learner,none,无策略,T03,加热回流,1436,716,0.4986,reduce_upgrade
standard,learner+learner,none,无策略,T04,废液分类处理,1476,896,0.607,clear_hazard
standard,learner+learner,none,无策略,T05,气瓶连接使用,1417,774,0.5462,reduce_upgrade
standard,learner+learner,none,无策略,T06,通风橱内称量与转移,1497,742,0.4957,gain_redraw
standard,learner+learner,none,无策略,T07,清理实验台,1421,637,0.4483,recover_safety
standard,learner+learner,none,无策略,T08,紧急情况报告与撤离,1423,830,0.5833,control_choice
standard,learner+learner,none,无策略,T09,危险化学品领用与登记,1450,855,0.5897,reduce_upgrade
standard,learner+learner,none,无策略,T10,低温/高温设备使用,1424,804,0.5646,recover_safety
standard,learner+learner,none,无策略,T11,旋蒸或离心设备操作,1452,827,0.5696,gain_redraw
standard,learner+learner,none,无策略,T12,实验结束后的交接检查,1487,828,0.5568,clear_hazard
standard,learner+reckless,none,无策略,T01,配制酸溶液,1430,894,0.6252,recover_safety
standard,learner+reckless,none,无策略,T02,有机溶剂转移,1483,793,0.5347,clear_hazard
standard,learner+reckless,none,无策略,T03,加热回流,1484,821,0.5532,reduce_upgrade
standard,learner+reckless,none,无策略,T04,废液分类处理,1423,863,0.6065,clear_hazard
standard,learner+reckless,none,无策略,T05,气瓶连接使用,1463,795,0.5434,reduce_upgrade
standard,learner+reckless,none,无策略,T06,通风橱内称量与转移,1418,750,0.5289,gain_redraw
standard,learner+reckless,none,无策略,T07,清理实验台,1446,650,0.4495,recover_safety
standard,learner+reckless,none,无策略,T08,紧急情况报告与撤离,1461,908,0.6215,control_choice
standard,learner+reckless,none,无策略,T09,危险化学品领用与登记,1439,813,0.565,reduce_upgrade
standard,learner+reckless,none,无策略,T10,低温/高温设备使用,1457,848,0.582,recover_safety
standard,learner+reckless,none,无策略,T11,旋蒸或离心设备操作,1465,829,0.5659,gain_redraw
standard,learner+reckless,none,无策略,T12,实验结束后的交接检查,1443,809,0.5606,clear_hazard
standard,learner+safe,none,无策略,T01,配制酸溶液,1370,884,0.6453,recover_safety
standard,learner+safe,none,无策略,T02,有机溶剂转移,1493,836,0.5599,clear_hazard
standard,learner+safe,none,无策略,T03,加热回流,1471,765,0.5201,reduce_upgrade
standard,learner+safe,none,无策略,T04,废液分类处理,1455,864,0.5938,clear_hazard
standard,learner+safe,none,无策略,T05,气瓶连接使用,1450,813,0.5607,reduce_upgrade
standard,learner+safe,none,无策略,T06,通风橱内称量与转移,1495,839,0.5612,gain_redraw
standard,learner+safe,none,无策略,T07,清理实验台,1490,721,0.4839,recover_safety
standard,learner+safe,none,无策略,T08,紧急情况报告与撤离,1504,932,0.6197,control_choice
standard,learner+safe,none,无策略,T09,危险化学品领用与登记,1422,872,0.6132,reduce_upgrade
standard,learner+safe,none,无策略,T10,低温/高温设备使用,1487,877,0.5898,recover_safety
standard,learner+safe,none,无策略,T11,旋蒸或离心设备操作,1462,910,0.6224,gain_redraw
standard,learner+safe,none,无策略,T12,实验结束后的交接检查,1405,819,0.5829,clear_hazard
standard,reckless+reckless,none,无策略,T01,配制酸溶液,1402,852,0.6077,recover_safety
standard,reckless+reckless,none,无策略,T02,有机溶剂转移,1436,771,0.5369,clear_hazard
standard,reckless+reckless,none,无策略,T03,加热回流,1433,662,0.462,reduce_upgrade
standard,reckless+reckless,none,无策略,T04,废液分类处理,1444,779,0.5395,clear_hazard
standard,reckless+reckless,none,无策略,T05,气瓶连接使用,1488,794,0.5336,reduce_upgrade
standard,reckless+reckless,none,无策略,T06,通风橱内称量与转移,1441,721,0.5003,gain_redraw
standard,reckless+reckless,none,无策略,T07,清理实验台,1415,636,0.4495,recover_safety
standard,reckless+reckless,none,无策略,T08,紧急情况报告与撤离,1443,755,0.5232,control_choice
standard,reckless+reckless,none,无策略,T09,危险化学品领用与登记,1459,822,0.5634,reduce_upgrade
standard,reckless+reckless,none,无策略,T10,低温/高温设备使用,1430,793,0.5545,recover_safety
standard,reckless+reckless,none,无策略,T11,旋蒸或离心设备操作,1397,797,0.5705,gain_redraw
standard,reckless+reckless,none,无策略,T12,实验结束后的交接检查,1436,874,0.6086,clear_hazard
standard,reckless+safe,none,无策略,T01,配制酸溶液,1520,952,0.6263,recover_safety
standard,reckless+safe,none,无策略,T02,有机溶剂转移,1478,881,0.5961,clear_hazard
standard,reckless+safe,none,无策略,T03,加热回流,1435,787,0.5484,reduce_upgrade
standard,reckless+safe,none,无策略,T04,废液分类处理,1426,856,0.6003,clear_hazard
standard,reckless+safe,none,无策略,T05,气瓶连接使用,1447,815,0.5632,reduce_upgrade
standard,reckless+safe,none,无策略,T06,通风橱内称量与转移,1429,787,0.5507,gain_redraw
standard,reckless+safe,none,无策略,T07,清理实验台,1518,745,0.4908,recover_safety
standard,reckless+safe,none,无策略,T08,紧急情况报告与撤离,1490,929,0.6235,control_choice
standard,reckless+safe,none,无策略,T09,危险化学品领用与登记,1459,861,0.5901,reduce_upgrade
standard,reckless+safe,none,无策略,T10,低温/高温设备使用,1420,851,0.5993,recover_safety
standard,reckless+safe,none,无策略,T11,旋蒸或离心设备操作,1448,856,0.5912,gain_redraw
standard,reckless+safe,none,无策略,T12,实验结束后的交接检查,1427,821,0.5753,clear_hazard
standard,safe+safe,none,无策略,T01,配制酸溶液,1434,929,0.6478,recover_safety
standard,safe+safe,none,无策略,T02,有机溶剂转移,1457,838,0.5752,clear_hazard
standard,safe+safe,none,无策略,T03,加热回流,1418,752,0.5303,reduce_upgrade
standard,safe+safe,none,无策略,T04,废液分类处理,1480,910,0.6149,clear_hazard
standard,safe+safe,none,无策略,T05,气瓶连接使用,1409,826,0.5862,reduce_upgrade
standard,safe+safe,none,无策略,T06,通风橱内称量与转移,1449,775,0.5349,gain_redraw
standard,safe+safe,none,无策略,T07,清理实验台,1467,720,0.4908,recover_safety
standard,safe+safe,none,无策略,T08,紧急情况报告与撤离,1498,901,0.6015,control_choice
standard,safe+safe,none,无策略,T09,危险化学品领用与登记,1457,882,0.6054,reduce_upgrade
standard,safe+safe,none,无策略,T10,低温/高温设备使用,1463,821,0.5612,recover_safety
standard,safe+safe,none,无策略,T11,旋蒸或离心设备操作,1450,893,0.6159,gain_redraw
standard,safe+safe,none,无策略,T12,实验结束后的交接检查,1424,834,0.5857,clear_hazard
teaching,balanced+balanced,none,无策略,T01,配制酸溶液,1453,894,0.6153,recover_safety
teaching,balanced+balanced,none,无策略,T02,有机溶剂转移,1476,868,0.5881,clear_hazard
teaching,balanced+balanced,none,无策略,T03,加热回流,1446,806,0.5574,reduce_upgrade
teaching,balanced+balanced,none,无策略,T04,废液分类处理,1470,920,0.6259,clear_hazard
teaching,balanced+balanced,none,无策略,T05,气瓶连接使用,1481,831,0.5611,reduce_upgrade
teaching,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1437,793,0.5518,gain_redraw
teaching,balanced+balanced,none,无策略,T07,清理实验台,1499,697,0.465,recover_safety
teaching,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1463,930,0.6357,control_choice
teaching,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1467,874,0.5958,reduce_upgrade
teaching,balanced+balanced,none,无策略,T10,低温/高温设备使用,1453,852,0.5864,recover_safety
teaching,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1482,880,0.5938,gain_redraw
teaching,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1506,864,0.5737,clear_hazard
challenge,balanced+balanced,none,无策略,T01,配制酸溶液,1273,809,0.6355,recover_safety
challenge,balanced+balanced,none,无策略,T02,有机溶剂转移,1285,711,0.5533,clear_hazard
challenge,balanced+balanced,none,无策略,T03,加热回流,1277,672,0.5262,reduce_upgrade
challenge,balanced+balanced,none,无策略,T04,废液分类处理,1295,761,0.5876,clear_hazard
challenge,balanced+balanced,none,无策略,T05,气瓶连接使用,1260,708,0.5619,reduce_upgrade
challenge,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1272,656,0.5157,gain_redraw
challenge,balanced+balanced,none,无策略,T07,清理实验台,1274,590,0.4631,recover_safety
challenge,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1258,743,0.5906,control_choice
challenge,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1241,738,0.5947,reduce_upgrade
challenge,balanced+balanced,none,无策略,T10,低温/高温设备使用,1243,717,0.5768,recover_safety
challenge,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1299,781,0.6012,gain_redraw
challenge,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1291,766,0.5933,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T01,配制酸溶液,1466,922,0.6289,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T02,有机溶剂转移,1467,825,0.5624,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T03,加热回流,1464,797,0.5444,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T04,废液分类处理,1491,929,0.6231,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T05,气瓶连接使用,1491,857,0.5748,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T06,通风橱内称量与转移,1521,871,0.5726,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T07,清理实验台,1457,687,0.4715,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T08,紧急情况报告与撤离,1475,951,0.6447,control_choice
standard,balanced+balanced,stable_management,稳健管理,T09,危险化学品领用与登记,1491,872,0.5848,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T10,低温/高温设备使用,1442,836,0.5798,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T11,旋蒸或离心设备操作,1520,929,0.6112,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T12,实验结束后的交接检查,1434,831,0.5795,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T01,配制酸溶液,1451,945,0.6513,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T02,有机溶剂转移,1412,806,0.5708,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T03,加热回流,1430,808,0.565,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T04,废液分类处理,1460,924,0.6329,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T05,气瓶连接使用,1435,807,0.5624,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T06,通风橱内称量与转移,1413,755,0.5343,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T07,清理实验台,1520,672,0.4421,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T08,紧急情况报告与撤离,1442,891,0.6179,control_choice
standard,balanced+balanced,efficiency_first,效率优先,T09,危险化学品领用与登记,1435,818,0.57,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T10,低温/高温设备使用,1430,860,0.6014,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T11,旋蒸或离心设备操作,1430,867,0.6063,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T12,实验结束后的交接检查,1393,830,0.5958,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T01,配制酸溶液,1454,879,0.6045,recover_safety
standard,balanced+balanced,standards_first,规范先行,T02,有机溶剂转移,1418,810,0.5712,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T03,加热回流,1419,773,0.5447,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T04,废液分类处理,1387,867,0.6251,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T05,气瓶连接使用,1417,750,0.5293,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T06,通风橱内称量与转移,1417,796,0.5618,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T07,清理实验台,1423,614,0.4315,recover_safety
standard,balanced+balanced,standards_first,规范先行,T08,紧急情况报告与撤离,1418,897,0.6326,control_choice
standard,balanced+balanced,standards_first,规范先行,T09,危险化学品领用与登记,1439,848,0.5893,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T10,低温/高温设备使用,1447,832,0.575,recover_safety
standard,balanced+balanced,standards_first,规范先行,T11,旋蒸或离心设备操作,1395,843,0.6043,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T12,实验结束后的交接检查,1399,793,0.5668,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T01,配制酸溶液,1480,924,0.6243,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T02,有机溶剂转移,1512,886,0.586,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T03,加热回流,1452,798,0.5496,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T04,废液分类处理,1463,919,0.6282,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T05,气瓶连接使用,1443,820,0.5683,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T06,通风橱内称量与转移,1458,815,0.559,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T07,清理实验台,1503,707,0.4704,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T08,紧急情况报告与撤离,1456,927,0.6367,control_choice
standard,balanced+balanced,risk_isolation,风险隔离,T09,危险化学品领用与登记,1483,864,0.5826,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T10,低温/高温设备使用,1462,893,0.6108,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T11,旋蒸或离心设备操作,1493,876,0.5867,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T12,实验结束后的交接检查,1445,798,0.5522,clear_hazard
