mode,team,strategy_id,strategy_name,action_id,action_name,picks,pick_rate
standard,balanced+safe,none,无策略,waste,分类回收,1129,0.0322
standard,balanced+safe,none,无策略,cleanup,隔离与清理,2347,0.067
standard,balanced+safe,none,无策略,emergency,使用应急设施,3397,0.097
standard,balanced+safe,none,无策略,report,上报负责人,4499,0.1285
standard,balanced+safe,none,无策略,shutdown,切断热源/电源,4590,0.1311
standard,balanced+safe,none,无策略,inspect,检查并更换器材,2778,0.0793
standard,balanced+safe,none,无策略,secure,固定与规范连接,1492,0.0426
standard,balanced+safe,none,无策略,evacuate,撤离与警戒,3999,0.1142
standard,expert+expert,none,无策略,stop,暂停当前步骤,4500,0.1287
standard,expert+expert,none,无策略,ppe,补全PPE,1071,0.0306
standard,expert+expert,none,无策略,label,核对标签与记录,2835,0.0811
standard,expert+expert,none,无策略,hood,使用通风橱,2657,0.076
standard,expert+expert,none,无策略,waste,分类回收,1079,0.0309
standard,expert+expert,none,无策略,cleanup,隔离与清理,2335,0.0668
standard,expert+expert,none,无策略,emergency,使用应急设施,3177,0.0909
standard,expert+expert,none,无策略,report,上报负责人,4581,0.131
standard,expert+expert,none,无策略,shutdown,切断热源/电源,4505,0.1289
standard,expert+expert,none,无策略,inspect,检查并更换器材,2769,0.0792
standard,expert+expert,none,无策略,secure,固定与规范连接,1522,0.0435
standard,expert+expert,none,无策略,evacuate,撤离与警戒,3929,0.1124
standard,expert+learner,none,无策略,stop,暂停当前步骤,4543,0.1295
standard,expert+learner,none,无策略,ppe,补全PPE,1041,0.0297
standard,expert+learner,none,无策略,label,核对标签与记录,2707,0.0771
standard,expert+learner,none,无策略,hood,使用通风橱,2638,0.0752
standard,expert+learner,none,无策略,waste,分类回收,1038,0.0296
standard,expert+learner,none,无策略,cleanup,隔离与清理,2298,0.0655
standard,expert+learner,none,无策略,emergency,使用应急设施,3360,0.0957
standard,expert+learner,none,无策略,report,上报负责人,4491,0.128
standard,expert+learner,none,无策略,shutdown,切断热源/电源,4507,0.1284
standard,expert+learner,none,无策略,inspect,检查并更换器材,2908,0.0829
standard,expert+learner,none,无策略,secure,固定与规范连接,1579,0.045
standard,expert+learner,none,无策略,evacuate,撤离与警戒,3982,0.1135
standard,expert+reckless,none,无策略,stop,暂停当前步骤,4516,0.1293
standard,expert+reckless,none,无策略,ppe,补全PPE,987,0.0283
standard,expert+reckless,none,无策略,label,核对标签与记录,2865,0.082
standard,expert+reckless,none,无策略,hood,使用通风橱,2653,0.076
standard,expert+reckless,none,无策略,waste,分类回收,1203,0.0344
standard,expert+reckless,none,无策略,cleanup,隔离与清理,2456,0.0703
standard,expert+reckless,none,无策略,emergency,使用应急设施,3200,0.0916
standard,expert+reckless,none,无策略,report,上报负责人,4381,0.1254
standard,expert+reckless,none,无策略,shutdown,切断热源/电源,4382,0.1255
standard,expert+reckless,none,无策略,inspect,检查并更换器材,2844,0.0814
standard,expert+reckless,none,无策略,secure,固定与规范连接,1567,0.0449
standard,expert+reckless,none,无策略,evacuate,撤离与警戒,3870,0.1108
standard,expert+safe,none,无策略,stop,暂停当前步骤,4655,0.1328
standard,expert+safe,none,无策略,ppe,补全PPE,1006,0.0287
standard,expert+safe,none,无策略,label,核对标签与记录,2649,0.0756
standard,expert+safe,none,无策略,hood,使用通风橱,2554,0.0729
standard,expert+safe,none,无策略,waste,分类回收,1014,0.0289
standard,expert+safe,none,无策略,cleanup,隔离与清理,2313,0.066
standard,expert+safe,none,无策略,emergency,使用应急设施,3452,0.0985
standard,expert+safe,none,无策略,report,上报负责人,4556,0.13
standard,expert+safe,none,无策略,shutdown,切断热源/电源,4588,0.1309
standard,expert+safe,none,无策略,inspect,检查并更换器材,2674,0.0763
standard,expert+safe,none,无策略,secure,固定与规范连接,1538,0.0439
standard,expert+safe,none,无策略,evacuate,撤离与警戒,4047,0.1155
standard,learner+learner,none,无策略,stop,暂停当前步骤,4424,0.1271
standard,learner+learner,none,无策略,ppe,补全PPE,1097,0.0315
standard,learner+learner,none,无策略,label,核对标签与记录,2693,0.0774
standard,learner+learner,none,无策略,hood,使用通风橱,2553,0.0733
standard,learner+learner,none,无策略,waste,分类回收,1149,0.033
standard,learner+learner,none,无策略,cleanup,隔离与清理,2403,0.069
standard,learner+learner,none,无策略,emergency,使用应急设施,3562,0.1023
standard,learner+learner,none,无策略,report,上报负责人,4340,0.1247
standard,learner+learner,none,无策略,shutdown,切断热源/电源,4392,0.1262
standard,learner+learner,none,无策略,inspect,检查并更换器材,2619,0.0752
standard,learner+learner,none,无策略,secure,固定与规范连接,1552,0.0446
standard,learner+learner,none,无策略,evacuate,撤离与警戒,4030,0.1158
standard,learner+reckless,none,无策略,stop,暂停当前步骤,4322,0.1241
standard,learner+reckless,none,无策略,ppe,补全PPE,1148,0.033
standard,learner+reckless,none,无策略,label,核对标签与记录,2689,0.0772
standard,learner+reckless,none,无策略,hood,使用通风橱,2576,0.074
standard,learner+reckless,none,无策略,waste,分类回收,1250,0.0359
standard,learner+reckless,none,无策略,cleanup,隔离与清理,2481,0.0712
standard,learner+reckless,none,无策略,emergency,使用应急设施,3518,0.101
standard,learner+reckless,none,无策略,report,上报负责人,4328,0.1243
standard,learner+reckless,none,无策略,shutdown,切断热源/电源,4225,0.1213
standard,learner+reckless,none,无策略,inspect,检查并更换器材,2837,0.0815
standard,learner+reckless,none,无策略,secure,固定与规范连接,1596,0.0458
standard,learner+reckless,none,无策略,evacuate,撤离与警戒,3854,0.1107
standard,learner+safe,none,无策略,stop,暂停当前步骤,4658,0.1331
standard,learner+safe,none,无策略,ppe,补全PPE,969,0.0277
standard,learner+safe,none,无策略,label,核对标签与记录,2456,0.0702
standard,learner+safe,none,无策略,hood,使用通风橱,2555,0.073
standard,learner+safe,none,无策略,waste,分类回收,1045,0.0299
standard,learner+safe,none,无策略,cleanup,隔离与清理,2303,0.0658
standard,learner+safe,none,无策略,emergency,使用应急设施,3562,0.1017
standard,learner+safe,none,无策略,report,上报负责人,4615,0.1318
standard,learner+safe,none,无策略,shutdown,切断热源/电源,4580,0.1308
standard,learner+safe,none,无策略,inspect,检查并更换器材,2764,0.079
standard,learner+safe,none,无策略,secure,固定与规范连接,1487,0.0425
standard,learner+safe,none,无策略,evacuate,撤离与警戒,4014,0.1147
standard,reckless+reckless,none,无策略,stop,暂停当前步骤,4003,0.1162
standard,reckless+reckless,none,无策略,ppe,补全PPE,1317,0.0382
standard,reckless+reckless,none,无策略,label,核对标签与记录,2892,0.084
standard,reckless+reckless,none,无策略,hood,使用通风橱,2746,0.0797
standard,reckless+reckless,none,无策略,waste,分类回收,1477,0.0429
standard,reckless+reckless,none,无策略,cleanup,隔离与清理,2714,0.0788
standard,reckless+reckless,none,无策略,emergency,使用应急设施,3313,0.0962
standard,reckless+reckless,none,无策略,report,上报负责人,3777,0.1096
standard,reckless+reckless,none,无策略,shutdown,切断热源/电源,3878,0.1126
standard,reckless+reckless,none,无策略,inspect,检查并更换器材,2905,0.0843
standard,reckless+reckless,none,无策略,secure,固定与规范连接,1846,0.0536
standard,reckless+reckless,none,无策略,evacuate,撤离与警戒,3580,0.1039
standard,reckless+safe,none,无策略,stop,暂停当前步骤,4536,0.1296
standard,reckless+safe,none,无策略,ppe,补全PPE,1051,0.03
standard,reckless+safe,none,无策略,label,核对标签与记录,2622,0.0749
standard,reckless+safe,none,无策略,hood,使用通风橱,2613,0.0747
standard,reckless+safe,none,无策略,waste,分类回收,1171,0.0335
standard,reckless+safe,none,无策略,cleanup,隔离与清理,2399,0.0686
standard,reckless+safe,none,无策略,emergency,使用应急设施,3401,0.0972
standard,reckless+safe,none,无策略,report,上报负责人,4479,0.128
standard,reckless+safe,none,无策略,shutdown,切断热源/电源,4348,0.1242
standard,reckless+safe,none,无策略,inspect,检查并更换器材,2827,0.0808
standard,reckless+safe,none,无策略,secure,固定与规范连接,1543,0.0441
standard,reckless+safe,none,无策略,evacuate,撤离与警戒,4004,0.1144
standard,safe+safe,none,无策略,stop,暂停当前步骤,4644,0.1334
standard,safe+safe,none,无策略,ppe,补全PPE,957,0.0275
standard,safe+safe,none,无策略,label,核对标签与记录,2523,0.0725
standard,safe+safe,none,无策略,hood,使用通风橱,2390,0.0687
standard,safe+safe,none,无策略,waste,分类回收,1009,0.029
standard,safe+safe,none,无策略,cleanup,隔离与清理,2241,0.0644
standard,safe+safe,none,无策略,emergency,使用应急设施,3543,0.1018
standard,safe+safe,none,无策略,report,上报负责人,4685,0.1346
standard,safe+safe,none,无策略,shutdown,切断热源/电源,4610,0.1324
standard,safe+safe,none,无策略,inspect,检查并更换器材,2706,0.0777
standard,safe+safe,none,无策略,secure,固定与规范连接,1408,0.0404
standard,safe+safe,none,无策略,evacuate,撤离与警戒,4096,0.1177
teaching,balanced+balanced,none,无策略,stop,暂停当前步骤,4563,0.1294
teaching,balanced+balanced,none,无策略,ppe,补全PPE,1043,0.0296
teaching,balanced+balanced,none,无策略,label,核对标签与记录,2722,0.0772
teaching,balanced+balanced,none,无策略,hood,使用通风橱,2628,0.0745
teaching,balanced+balanced,none,无策略,waste,分类回收,1144,0.0324
teaching,balanced+balanced,none,无策略,cleanup,隔离与清理,2392,0.0678
teaching,balanced+balanced,none,无策略,emergency,使用应急设施,3387,0.096
teaching,balanced+balanced,none,无策略,report,上报负责人,4426,0.1255
teaching,balanced+balanced,none,无策略,shutdown,切断热源/电源,4577,0.1298
teaching,balanced+balanced,none,无策略,inspect,检查并更换器材,2791,0.0791
teaching,balanced+balanced,none,无策略,secure,固定与规范连接,1634,0.0463
teaching,balanced+balanced,none,无策略,evacuate,撤离与警戒,3959,0.1123
challenge,balanced+balanced,none,无策略,stop,暂停当前步骤,5126,0.1283
challenge,balanced+balanced,none,无策略,ppe,补全PPE,1230,0.0308
challenge,balanced+balanced,none,无策略,label,核对标签与记录,2891,0.0723
challenge,balanced+balanced,none,无策略,hood,使用通风橱,2941,0.0736
challenge,balanced+balanced,none,无策略,waste,分类回收,1289,0.0323
challenge,balanced+balanced,none,无策略,cleanup,隔离与清理,2873,0.0719
challenge,balanced+balanced,none,无策略,emergency,使用应急设施,3976,0.0995
challenge,balanced+balanced,none,无策略,report,上报负责人,4979,0.1246
challenge,balanced+balanced,none,无策略,shutdown,切断热源/电源,5052,0.1264
challenge,balanced+balanced,none,无策略,inspect,检查并更换器材,3096,0.0775
challenge,balanced+balanced,none,无策略,secure,固定与规范连接,1974,0.0494
challenge,balanced+balanced,none,无策略,evacuate,撤离与警戒,4533,0.1134
standard,balanced+balanced,stable_management,稳健管理,stop,暂停当前步骤,4522,0.1276
standard,balanced+balanced,stable_management,稳健管理,ppe,补全PPE,1083,0.0306
standard,balanced+balanced,stable_management,稳健管理,label,核对标签与记录,2747,0.0775
standard,balanced+balanced,stable_management,稳健管理,hood,使用通风橱,2707,0.0764
standard,balanced+balanced,stable_management,稳健管理,waste,分类回收,1154,0.0326
standard,balanced+balanced,stable_management,稳健管理,cleanup,隔离与清理,2465,0.0696
standard,balanced+balanced,stable_management,稳健管理,emergency,使用应急设施,3346,0.0944
standard,balanced+balanced,stable_management,稳健管理,report,上报负责人,4487,0.1266
standard,balanced+balanced,stable_management,稳健管理,shutdown,切断热源/电源,4502,0.127
standard,balanced+balanced,stable_management,稳健管理,inspect,检查并更换器材,2877,0.0812
standard,balanced+balanced,stable_management,稳健管理,secure,固定与规范连接,1592,0.0449
standard,balanced+balanced,stable_management,稳健管理,evacuate,撤离与警戒,3956,0.1116
standard,balanced+balanced,efficiency_first,效率优先,stop,暂停当前步骤,4500,0.1304
standard,balanced+balanced,efficiency_first,效率优先,ppe,补全PPE,1043,0.0302
standard,balanced+balanced,efficiency_first,效率优先,label,核对标签与记录,2692,0.078
standard,balanced+balanced,efficiency_first,效率优先,hood,使用通风橱,2581,0.0748
standard,balanced+balanced,efficiency_first,效率优先,waste,分类回收,1119,0.0324
standard,balanced+balanced,efficiency_first,效率优先,cleanup,隔离与清理,2315,0.0671
standard,balanced+balanced,efficiency_first,效率优先,emergency,使用应急设施,3201,0.0928
standard,balanced+balanced,efficiency_first,效率优先,report,上报负责人,4459,0.1292
standard,balanced+balanced,efficiency_first,效率优先,shutdown,切断热源/电源,4478,0.1298
standard,balanced+balanced,efficiency_first,效率优先,inspect,检查并更换器材,2735,0.0793
standard,balanced+balanced,efficiency_first,效率优先,secure,固定与规范连接,1506,0.0436
standard,balanced+balanced,efficiency_first,效率优先,evacuate,撤离与警戒,3873,0.1123
standard,balanced+balanced,standards_first,规范先行,stop,暂停当前步骤,4375,0.1284
standard,balanced+balanced,standards_first,规范先行,ppe,补全PPE,1001,0.0294
standard,balanced+balanced,standards_first,规范先行,label,核对标签与记录,2621,0.0769
standard,balanced+balanced,standards_first,规范先行,hood,使用通风橱,2590,0.076
standard,balanced+balanced,standards_first,规范先行,waste,分类回收,1118,0.0328
standard,balanced+balanced,standards_first,规范先行,cleanup,隔离与清理,2259,0.0663
standard,balanced+balanced,standards_first,规范先行,emergency,使用应急设施,3239,0.0951
standard,balanced+balanced,standards_first,规范先行,report,上报负责人,4384,0.1287
standard,balanced+balanced,standards_first,规范先行,shutdown,切断热源/电源,4451,0.1307
standard,balanced+balanced,standards_first,规范先行,inspect,检查并更换器材,2704,0.0794
standard,balanced+balanced,standards_first,规范先行,secure,固定与规范连接,1504,0.0441
standard,balanced+balanced,standards_first,规范先行,evacuate,撤离与警戒,3820,0.1121
standard,balanced+balanced,risk_isolation,风险隔离,stop,暂停当前步骤,4621,0.1309
standard,balanced+balanced,risk_isolation,风险隔离,ppe,补全PPE,1035,0.0293
standard,balanced+balanced,risk_isolation,风险隔离,label,核对标签与记录,2752,0.078
standard,balanced+balanced,risk_isolation,风险隔离,hood,使用通风橱,2653,0.0752
standard,balanced+balanced,risk_isolation,风险隔离,waste,分类回收,1142,0.0324
standard,balanced+balanced,risk_isolation,风险隔离,cleanup,隔离与清理,2372,0.0672
standard,balanced+balanced,risk_isolation,风险隔离,emergency,使用应急设施,3312,0.0938
standard,balanced+balanced,risk_isolation,风险隔离,report,上报负责人,4468,0.1266
standard,balanced+balanced,risk_isolation,风险隔离,shutdown,切断热源/电源,4647,0.1316
standard,balanced+balanced,risk_isolation,风险隔离,inspect,检查并更换器材,2835,0.0803
standard,balanced+balanced,risk_isolation,风险隔离,secure,固定与规范连接,1549,0.0439
standard,balanced+balanced,risk_isolation,风险隔离,evacuate,撤离与警戒,3914,0.1109
