mode,team,strategy_id,strategy_name,task_id,task_name,appearances,completions,completion_rate,reward
standard,balanced+learner,none,无策略,T04,废液分类处理,1401,822,0.5867,clear_hazard
standard,balanced+learner,none,无策略,T05,气瓶连接使用,1492,694,0.4651,reduce_upgrade
standard,balanced+learner,none,无策略,T06,通风橱内称量与转移,1468,881,0.6001,gain_redraw
standard,balanced+learner,none,无策略,T07,清理实验台,1427,757,0.5305,recover_safety
standard,balanced+learner,none,无策略,T08,紧急情况报告与撤离,1463,923,0.6309,control_choice
standard,balanced+learner,none,无策略,T09,危险化学品领用与登记,1449,806,0.5562,reduce_upgrade
standard,balanced+learner,none,无策略,T10,低温/高温设备使用,1469,952,0.6481,recover_safety
standard,balanced+learner,none,无策略,T11,旋蒸或离心设备操作,1483,841,0.5671,gain_redraw
standard,balanced+learner,none,无策略,T12,实验结束后的交接检查,1427,821,0.5753,clear_hazard
standard,balanced+reckless,none,无策略,T01,配制酸溶液,1477,1024,0.6933,recover_safety
standard,balanced+reckless,none,无策略,T02,有机溶剂转移,1424,808,0.5674,clear_hazard
standard,balanced+reckless,none,无策略,T03,加热回流,1467,819,0.5583,reduce_upgrade
standard,balanced+reckless,none,无策略,T04,废液分类处理,1464,841,0.5745,clear_hazard
standard,balanced+reckless,none,无策略,T05,气瓶连接使用,1462,717,0.4904,reduce_upgrade
standard,balanced+reckless,none,无策略,T06,通风橱内称量与转移,1447,861,0.595,gain_redraw
standard,balanced+reckless,none,无策略,T07,清理实验台,1479,789,0.5335,recover_safety
standard,balanced+reckless,none,无策略,T08,紧急情况报告与撤离,1451,898,0.6189,control_choice
standard,balanced+reckless,none,无策略,T09,危险化学品领用与登记,1427,818,0.5732,reduce_upgrade
standard,balanced+reckless,none,无策略,T10,低温/高温设备使用,1479,977,0.6606,recover_safety
standard,balanced+reckless,none,无策略,T11,旋蒸或离心设备操作,1481,823,0.5557,gain_redraw
standard,balanced+reckless,none,无策略,T12,实验结束后的交接检查,1446,797,0.5512,clear_hazard
standard,balanced+safe,none,无策略,T01,配制酸溶液,1473,1040,0.706,recover_safety
standard,balanced+safe,none,无策略,T02,有机溶剂转移,1423,820,0.5762,clear_hazard
standard,balanced+safe,none,无策略,T03,加热回流,1451,767,0.5286,reduce_upgrade
standard,balanced+safe,none,无策略,T04,废液分类处理,1453,855,0.5884,clear_hazard
standard,balanced+safe,none,无策略,T05,气瓶连接使用,1487,723,0.4862,reduce_upgrade
standard,balanced+safe,none,无策略,T06,通风橱内称量与转移,1440,859,0.5965,gain_redraw
standard,balanced+safe,none,无策略,T07,清理实验台,1445,765,0.5294,recover_safety
standard,balanced+safe,none,无策略,T08,紧急情况报告与撤离,1452,908,0.6253,control_choice
standard,balanced+safe,none,无策略,T09,危险化学品领用与登记,1458,840,0.5761,reduce_upgrade
standard,balanced+safe,none,无策略,T10,低温/高温设备使用,1440,908,0.6306,recover_safety
standard,balanced+safe,none,无策略,T11,旋蒸或离心设备操作,1437,794,0.5525,gain_redraw
standard,balanced+safe,none,无策略,T12,实验结束后的交接检查,1442,796,0.552,clear_hazard
standard,expert+expert,none,无策略,T01,配制酸溶液,1493,1060,0.71,recover_safety
standard,expert+expert,none,无策略,T02,有机溶剂转移,1451,841,0.5796,clear_hazard
standard,expert+expert,none,无策略,T03,加热回流,1438,806,0.5605,reduce_upgrade
standard,expert+expert,none,无策略,T04,废液分类处理,1403,827,0.5895,clear_hazard
standard,expert+expert,none,无策略,T05,气瓶连接使用,1494,719,0.4813,reduce_upgrade
standard,expert+expert,none,无策略,T06,通风橱内称量与转移,1461,840,0.5749,gain_redraw
standard,expert+expert,none,无策略,T07,清理实验台,1460,761,0.5212,recover_safety
standard,expert+expert,none,无策略,T08,紧急情况报告与撤离,1448,894,0.6174,control_choice
standard,expert+expert,none,无策略,T09,危险化学品领用与登记,1458,841,0.5768,reduce_upgrade
standard,expert+expert,none,无策略,T10,低温/高温设备使用,1415,916,0.6473,recover_safety
standard,expert+expert,none,无策略,T11,旋蒸或离心设备操作,1497,851,0.5685,gain_redraw
standard,expert+expert,none,无策略,T12,实验结束后的交接检查,1451,835,0.5755,clear_hazard
standard,expert+learner,none,无策略,T01,配制酸溶液,1394,975,0.6994,recover_safety
standard,expert+learner,none,无策略,T02,有机溶剂转移,1517,886,0.584,clear_hazard
standard,expert+learner,none,无策略,T03,加热回流,1448,778,0.5373,reduce_upgrade
standard,expert+learner,none,无策略,T04,废液分类处理,1436,854,0.5947,clear_hazard
standard,expert+learner,none,无策略,T05,气瓶连接使用,1443,719,0.4983,reduce_upgrade
standard,expert+learner,none,无策略,T06,通风橱内称量与转移,1432,867,0.6054,gain_redraw
standard,expert+learner,none,无策略,T07,清理实验台,1466,776,0.5293,recover_safety
standard,expert+learner,none,无策略,T08,紧急情况报告与撤离,1431,884,0.6177,control_choice
standard,expert+learner,none,无策略,T09,危险化学品领用与登记,1485,844,0.5684,reduce_upgrade
standard,expert+learner,none,无策略,T10,低温/高温设备使用,1489,964,0.6474,recover_safety
standard,expert+learner,none,无策略,T11,旋蒸或离心设备操作,1499,828,0.5524,gain_redraw
standard,expert+learner,none,无策略,T12,实验结束后的交接检查,1463,839,0.5735,clear_hazard
standard,expert+reckless,none,无策略,T01,配制酸溶液,1444,997,0.6904,recover_safety
standard,expert+reckless,none,无策略,T02,有机溶剂转移,1487,873,0.5871,clear_hazard
standard,expert+reckless,none,无策略,T03,加热回流,1440,805,0.559,reduce_upgrade
standard,expert+reckless,none,无策略,T04,废液分类处理,1472,866,0.5883,clear_hazard
standard,expert+reckless,none,无策略,T05,气瓶连接使用,1452,739,0.509,reduce_upgrade
standard,expert+reckless,none,无策略,T06,通风橱内称量与转移,1447,858,0.593,gain_redraw
standard,expert+reckless,none,无策略,T07,清理实验台,1475,753,0.5105,recover_safety
standard,expert+reckless,none,无策略,T08,紧急情况报告与撤离,1493,971,0.6504,control_choice
standard,expert+reckless,none,无策略,T09,危险化学品领用与登记,1450,841,0.58,reduce_upgrade
standard,expert+reckless,none,无策略,T10,低温/高温设备使用,1471,967,0.6574,recover_safety
standard,expert+reckless,none,无策略,T11,旋蒸或离心设备操作,1458,872,0.5981,gain_redraw
standard,expert+reckless,none,无策略,T12,实验结束后的交接检查,1414,765,0.541,clear_hazard
standard,expert+safe,none,无策略,T01,配制酸溶液,1429,1018,0.7124,recover_safety
standard,expert+safe,none,无策略,T02,有机溶剂转移,1451,883,0.6085,clear_hazard
standard,expert+safe,none,无策略,T03,加热回流,1476,766,0.519,reduce_upgrade
standard,expert+safe,none,无策略,T04,废液分类处理,1473,859,0.5832,clear_hazard
standard,expert+safe,none,无策略,T05,气瓶连接使用,1464,753,0.5143,reduce_upgrade
standard,expert+safe,none,无策略,T06,通风橱内称量与转移,1449,877,0.6052,gain_redraw
standard,expert+safe,none,无策略,T07,清理实验台,1427,724,0.5074,recover_safety
standard,expert+safe,none,无策略,T08,紧急情况报告与撤离,1439,880,0.6115,control_choice
standard,expert+safe,none,无策略,T09,危险化学品领用与登记,1430,837,0.5853,reduce_upgrade
standard,expert+safe,none,无策略,T10,低温/高温设备使用,1449,950,0.6556,recover_safety
standard,expert+safe,none,无策略,T11,旋蒸或离心设备操作,1497,854,0.5705,gain_redraw
standard,expert+safe,none,无策略,T12,实验结束后的交接检查,1467,826,0.5631,clear_hazard
standard,learner+learner,none,无策略,T01,配制酸溶液,1432,974,0.6802,recover_safety
standard,learner+learner,none,无策略,T02,有机溶剂转移,1419,730,0.5144,clear_hazard
standard,learner+learner,none,无策略,T03,加热回流,1474,775,0.5258,reduce_upgrade
standard,learner+learner,none,无策略,T04,废液分类处理,1473,890,0.6042,clear_hazard
standard,learner+learner,none,无策略,T05,气瓶连接使用,1424,565,0.3968,reduce_upgrade
standard,learner+learner,none,无策略,T06,通风橱内称量与转移,1454,858,0.5901,gain_redraw
standard,learner+learner,none,无策略,T07,清理实验台,1411,695,0.4926,recover_safety
standard,learner+learner,none,无策略,T08,紧急情况报告与撤离,1439,854,0.5935,control_choice
standard,learner+learner,none,无策略,T09,危险化学品领用与登记,1471,764,0.5194,reduce_upgrade
standard,learner+learner,none,无策略,T10,低温/高温设备使用,1459,948,0.6498,recover_safety
standard,learner+learner,none,无策略,T11,旋蒸或离心设备操作,1400,751,0.5364,gain_redraw
standard,learner+learner,none,无策略,T12,实验结束后的交接检查,1438,783,0.5445,clear_hazard
standard,learner+reckless,none,无策略,T01,配制酸溶液,1453,1033,0.7109,recover_safety
standard,learner+reckless,none,无策略,T02,有机溶剂转移,1424,694,0.4874,clear_hazard
standard,learner+reckless,none,无策略,T03,加热回流,1461,760,0.5202,reduce_upgrade
standard,learner+reckless,none,无策略,T04,废液分类处理,1403,844,0.6016,clear_hazard
standard,learner+reckless,none,无策略,T05,气瓶连接使用,1470,604,0.4109,reduce_upgrade
standard,learner+reckless,none,无策略,T06,通风橱内称量与转移,1441,827,0.5739,gain_redraw
standard,learner+reckless,none,无策略,T07,清理实验台,1459,745,0.5106,recover_safety
standard,learner+reckless,none,无策略,T08,紧急情况报告与撤离,1425,896,0.6288,control_choice
standard,learner+reckless,none,无策略,T09,危险化学品领用与登记,1475,711,0.482,reduce_upgrade
standard,learner+reckless,none,无策略,T10,低温/高温设备使用,1479,964,0.6518,recover_safety
standard,learner+reckless,none,无策略,T11,旋蒸或离心设备操作,1444,790,0.5471,gain_redraw
standard,learner+reckless,none,无策略,T12,实验结束后的交接检查,1433,785,0.5478,clear_hazard
standard,learner+safe,none,无策略,T01,配制酸溶液,1413,1007,0.7127,recover_safety
standard,learner+safe,none,无策略,T02,有机溶剂转移,1435,813,0.5666,clear_hazard
standard,learner+safe,none,无策略,T03,加热回流,1520,795,0.523,reduce_upgrade
standard,learner+safe,none,无策略,T04,废液分类处理,1429,838,0.5864,clear_hazard
standard,learner+safe,none,无策略,T05,气瓶连接使用,1457,679,0.466,reduce_upgrade
standard,learner+safe,none,无策略,T06,通风橱内称量与转移,1438,899,0.6252,gain_redraw
standard,learner+safe,none,无策略,T07,清理实验台,1454,833,0.5729,recover_safety
standard,learner+safe,none,无策略,T08,紧急情况报告与撤离,1485,878,0.5912,control_choice
standard,learner+safe,none,无策略,T09,危险化学品领用与登记,1500,822,0.548,reduce_upgrade
standard,learner+safe,none,无策略,T10,低温/高温设备使用,1400,910,0.65,recover_safety
standard,learner+safe,none,无策略,T11,旋蒸或离心设备操作,1461,815,0.5578,gain_redraw
standard,learner+safe,none,无策略,T12,实验结束后的交接检查,1437,803,0.5588,clear_hazard
standard,reckless+reckless,none,无策略,T01,配制酸溶液,1410,939,0.666,recover_safety
standard,reckless+reckless,none,无策略,T02,有机溶剂转移,1429,696,0.4871,clear_hazard
standard,reckless+reckless,none,无策略,T03,加热回流,1490,595,0.3993,reduce_upgrade
standard,reckless+reckless,none,无策略,T04,废液分类处理,1393,720,0.5169,clear_hazard
standard,reckless+reckless,none,无策略,T05,气瓶连接使用,1409,565,0.401,reduce_upgrade
standard,reckless+reckless,none,无策略,T06,通风橱内称量与转移,1417,783,0.5526,gain_redraw
standard,reckless+reckless,none,无策略,T07,清理实验台,1395,711,0.5097,recover_safety
standard,reckless+reckless,none,无策略,T08,紧急情况报告与撤离,1426,675,0.4734,control_choice
standard,reckless+reckless,none,无策略,T09,危险化学品领用与登记,1349,686,0.5085,reduce_upgrade
standard,reckless+reckless,none,无策略,T10,低温/高温设备使用,1371,746,0.5441,recover_safety
standard,reckless+reckless,none,无策略,T11,旋蒸或离心设备操作,1430,628,0.4392,gain_redraw
standard,reckless+reckless,none,无策略,T12,实验结束后的交接检查,1379,728,0.5279,clear_hazard
standard,reckless+safe,none,无策略,T01,配制酸溶液,1436,1013,0.7054,recover_safety
standard,reckless+safe,none,无策略,T02,有机溶剂转移,1440,811,0.5632,clear_hazard
standard,reckless+safe,none,无策略,T03,加热回流,1497,801,0.5351,reduce_upgrade
standard,reckless+safe,none,无策略,T04,废液分类处理,1422,828,0.5823,clear_hazard
standard,reckless+safe,none,无策略,T05,气瓶连接使用,1447,748,0.5169,reduce_upgrade
standard,reckless+safe,none,无策略,T06,通风橱内称量与转移,1419,886,0.6244,gain_redraw
standard,reckless+safe,none,无策略,T07,清理实验台,1486,775,0.5215,recover_safety
standard,reckless+safe,none,无策略,T08,紧急情况报告与撤离,1460,893,0.6116,control_choice
standard,reckless+safe,none,无策略,T09,危险化学品领用与登记,1454,806,0.5543,reduce_upgrade
standard,reckless+safe,none,无策略,T10,低温/高温设备使用,1483,959,0.6467,recover_safety
standard,reckless+safe,none,无策略,T11,旋蒸或离心设备操作,1430,784,0.5483,gain_redraw
standard,reckless+safe,none,无策略,T12,实验结束后的交接检查,1493,820,0.5492,clear_hazard
standard,safe+safe,none,无策略,T01,配制酸溶液,1478,1025,0.6935,recover_safety
standard,safe+safe,none,无策略,T02,有机溶剂转移,1506,869,0.577,clear_hazard
standard,safe+safe,none,无策略,T03,加热回流,1488,826,0.5551,reduce_upgrade
standard,safe+safe,none,无策略,T04,废液分类处理,1384,808,0.5838,clear_hazard
standard,safe+safe,none,无策略,T05,气瓶连接使用,1412,696,0.4929,reduce_upgrade
standard,safe+safe,none,无策略,T06,通风橱内称量与转移,1473,869,0.59,gain_redraw
standard,safe+safe,none,无策略,T07,清理实验台,1459,756,0.5182,recover_safety
standard,safe+safe,none,无策略,T08,紧急情况报告与撤离,1445,854,0.591,control_choice
standard,safe+safe,none,无策略,T09,危险化学品领用与登记,1441,829,0.5753,reduce_upgrade
standard,safe+safe,none,无策略,T10,低温/高温设备使用,1440,916,0.6361,recover_safety
standard,safe+safe,none,无策略,T11,旋蒸或离心设备操作,1478,847,0.5731,gain_redraw
standard,safe+safe,none,无策略,T12,实验结束后的交接检查,1430,818,0.572,clear_hazard
teaching,balanced+balanced,none,无策略,T01,配制酸溶液,1483,1095,0.7384,recover_safety
teaching,balanced+balanced,none,无策略,T02,有机溶剂转移,1488,919,0.6176,clear_hazard
teaching,balanced+balanced,none,无策略,T03,加热回流,1472,837,0.5686,reduce_upgrade
teaching,balanced+balanced,none,无策略,T04,废液分类处理,1472,910,0.6182,clear_hazard
teaching,balanced+balanced,none,无策略,T05,气瓶连接使用,1525,783,0.5134,reduce_upgrade
teaching,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1440,884,0.6139,gain_redraw
teaching,balanced+balanced,none,无策略,T07,清理实验台,1486,774,0.5209,recover_safety
teaching,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1506,970,0.6441,control_choice
teaching,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1439,812,0.5643,reduce_upgrade
teaching,balanced+balanced,none,无策略,T10,低温/高温设备使用,1489,966,0.6488,recover_safety
teaching,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1471,882,0.5996,gain_redraw
teaching,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1457,826,0.5669,clear_hazard
challenge,balanced+balanced,none,无策略,T01,配制酸溶液,1231,843,0.6848,recover_safety
challenge,balanced+balanced,none,无策略,T02,有机溶剂转移,1228,690,0.5619,clear_hazard
challenge,balanced+balanced,none,无策略,T03,加热回流,1283,658,0.5129,reduce_upgrade
challenge,balanced+balanced,none,无策略,T04,废液分类处理,1252,687,0.5487,clear_hazard
challenge,balanced+balanced,none,无策略,T05,气瓶连接使用,1220,534,0.4377,reduce_upgrade
challenge,balanced+balanced,none,无策略,T06,通风橱内称量与转移,1181,682,0.5775,gain_redraw
challenge,balanced+balanced,none,无策略,T07,清理实验台,1192,565,0.474,recover_safety
challenge,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,1266,725,0.5727,control_choice
challenge,balanced+balanced,none,无策略,T09,危险化学品领用与登记,1239,692,0.5585,reduce_upgrade
challenge,balanced+balanced,none,无策略,T10,低温/高温设备使用,1274,771,0.6052,recover_safety
challenge,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,1269,658,0.5185,gain_redraw
challenge,balanced+balanced,none,无策略,T12,实验结束后的交接检查,1206,666,0.5522,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T01,配制酸溶液,1447,1013,0.7001,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T02,有机溶剂转移,1481,853,0.576,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T03,加热回流,1513,826,0.5459,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T04,废液分类处理,1484,867,0.5842,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T05,气瓶连接使用,1522,776,0.5099,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T06,通风橱内称量与转移,1525,926,0.6072,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T07,清理实验台,1418,751,0.5296,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T08,紧急情况报告与撤离,1463,907,0.62,control_choice
standard,balanced+balanced,stable_management,稳健管理,T09,危险化学品领用与登记,1393,755,0.542,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T10,低温/高温设备使用,1484,983,0.6624,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T11,旋蒸或离心设备操作,1478,820,0.5548,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T12,实验结束后的交接检查,1493,836,0.5599,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T01,配制酸溶液,1408,990,0.7031,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T02,有机溶剂转移,1395,852,0.6108,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T03,加热回流,1445,824,0.5702,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T04,废液分类处理,1411,806,0.5712,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T05,气瓶连接使用,1429,714,0.4997,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T06,通风橱内称量与转移,1447,865,0.5978,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T07,清理实验台,1432,711,0.4965,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T08,紧急情况报告与撤离,1454,924,0.6355,control_choice
standard,balanced+balanced,efficiency_first,效率优先,T09,危险化学品领用与登记,1487,820,0.5514,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T10,低温/高温设备使用,1450,940,0.6483,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T11,旋蒸或离心设备操作,1407,760,0.5402,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T12,实验结束后的交接检查,1443,804,0.5572,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T01,配制酸溶液,1437,1040,0.7237,recover_safety
standard,balanced+balanced,standards_first,规范先行,T02,有机溶剂转移,1418,858,0.6051,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T03,加热回流,1436,836,0.5822,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T04,废液分类处理,1415,834,0.5894,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T05,气瓶连接使用,1523,766,0.503,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T06,通风橱内称量与转移,1370,827,0.6036,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T07,清理实验台,1411,726,0.5145,recover_safety
standard,balanced+balanced,standards_first,规范先行,T08,紧急情况报告与撤离,1412,917,0.6494,control_choice
standard,balanced+balanced,standards_first,规范先行,T09,危险化学品领用与登记,1451,806,0.5555,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T10,低温/高温设备使用,1396,929,0.6655,recover_safety
standard,balanced+balanced,standards_first,规范先行,T11,旋蒸或离心设备操作,1444,851,0.5893,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T12,实验结束后的交接检查,1454,817,0.5619,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T01,配制酸溶液,1480,1046,0.7068,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T02,有机溶剂转移,1488,909,0.6109,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T03,加热回流,1515,873,0.5762,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T04,废液分类处理,1456,855,0.5872,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T05,气瓶连接使用,1453,774,0.5327,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T06,通风橱内称量与转移,1564,930,0.5946,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T07,清理实验台,1432,766,0.5349,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T08,紧急情况报告与撤离,1458,944,0.6475,control_choice
standard,balanced+balanced,risk_isolation,风险隔离,T09,危险化学品领用与登记,1486,806,0.5424,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T10,低温/高温设备使用,1400,951,0.6793,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T11,旋蒸或离心设备操作,1489,884,0.5937,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T12,实验结束后的交接检查,1482,837,0.5648,clear_hazard
