mode,team,strategy_id,strategy_name,task_id,task_name,appearances,completions,completion_rate,reward
standard,balanced+learner,none,无策略,T11,旋蒸或离心设备操作,4814,2921,0.6068,gain_redraw
standard,balanced+learner,none,无策略,T12,实验结束后的交接检查,4803,2748,0.5721,clear_hazard
standard,balanced+reckless,none,无策略,T01,配制酸溶液,4704,2953,0.6278,recover_safety
standard,balanced+reckless,none,无策略,T02,有机溶剂转移,4934,2900,0.5878,clear_hazard
standard,balanced+reckless,none,无策略,T03,加热回流,4931,2737,0.5551,reduce_upgrade
standard,balanced+reckless,none,无策略,T04,废液分类处理,4952,3036,0.6131,clear_hazard
standard,balanced+reckless,none,无策略,T05,气瓶连接使用,4847,2733,0.5639,reduce_upgrade
standard,balanced+reckless,none,无策略,T06,通风橱内称量与转移,4929,2671,0.5419,gain_redraw
standard,balanced+reckless,none,无策略,T07,清理实验台,4871,2804,0.5757,recover_safety
standard,balanced+reckless,none,无策略,T08,紧急情况报告与撤离,4829,3042,0.6299,control_choice
standard,balanced+reckless,none,无策略,T09,危险化学品领用与登记,4829,2806,0.5811,reduce_upgrade
standard,balanced+reckless,none,无策略,T10,低温/高温设备使用,4932,2974,0.603,recover_safety
standard,balanced+reckless,none,无策略,T11,旋蒸或离心设备操作,4864,2856,0.5872,gain_redraw
standard,balanced+reckless,none,无策略,T12,实验结束后的交接检查,4706,2681,0.5697,clear_hazard
standard,balanced+safe,none,无策略,T01,配制酸溶液,4845,3073,0.6343,recover_safety
standard,balanced+safe,none,无策略,T02,有机溶剂转移,4815,2789,0.5792,clear_hazard
standard,balanced+safe,none,无策略,T03,加热回流,4869,2641,0.5424,reduce_upgrade
standard,balanced+safe,none,无策略,T04,废液分类处理,4758,2919,0.6135,clear_hazard
standard,balanced+safe,none,无策略,T05,气瓶连接使用,4897,2850,0.582,reduce_upgrade
standard,balanced+safe,none,无策略,T06,通风橱内称量与转移,4835,2695,0.5574,gain_redraw
standard,balanced+safe,none,无策略,T07,清理实验台,4970,2960,0.5956,recover_safety
standard,balanced+safe,none,无策略,T08,紧急情况报告与撤离,4823,2937,0.609,control_choice
standard,balanced+safe,none,无策略,T09,危险化学品领用与登记,4865,2808,0.5772,reduce_upgrade
standard,balanced+safe,none,无策略,T10,低温/高温设备使用,4811,2815,0.5851,recover_safety
standard,balanced+safe,none,无策略,T11,旋蒸或离心设备操作,4828,2950,0.611,gain_redraw
standard,balanced+safe,none,无策略,T12,实验结束后的交接检查,4877,2835,0.5813,clear_hazard
standard,expert+expert,none,无策略,T01,配制酸溶液,4759,2992,0.6287,recover_safety
standard,expert+expert,none,无策略,T02,有机溶剂转移,4842,2749,0.5677,clear_hazard
standard,expert+expert,none,无策略,T03,加热回流,4997,2655,0.5313,reduce_upgrade
standard,expert+expert,none,无策略,T04,废液分类处理,4875,2981,0.6115,clear_hazard
standard,expert+expert,none,无策略,T05,气瓶连接使用,4919,2793,0.5678,reduce_upgrade
standard,expert+expert,none,无策略,T06,通风橱内称量与转移,4836,2652,0.5484,gain_redraw
standard,expert+expert,none,无策略,T07,清理实验台,4843,2891,0.5969,recover_safety
standard,expert+expert,none,无策略,T08,紧急情况报告与撤离,4816,3029,0.6289,control_choice
standard,expert+expert,none,无策略,T09,危险化学品领用与登记,4808,2873,0.5975,reduce_upgrade
standard,expert+expert,none,无策略,T10,低温/高温设备使用,4878,2919,0.5984,recover_safety
standard,expert+expert,none,无策略,T11,旋蒸或离心设备操作,4909,2929,0.5967,gain_redraw
standard,expert+expert,none,无策略,T12,实验结束后的交接检查,4783,2771,0.5793,clear_hazard
standard,expert+learner,none,无策略,T01,配制酸溶液,4870,3105,0.6376,recover_safety
standard,expert+learner,none,无策略,T02,有机溶剂转移,4954,2812,0.5676,clear_hazard
standard,expert+learner,none,无策略,T03,加热回流,4918,2614,0.5315,reduce_upgrade
standard,expert+learner,none,无策略,T04,废液分类处理,4885,2948,0.6035,clear_hazard
standard,expert+learner,none,无策略,T05,气瓶连接使用,4881,2745,0.5624,reduce_upgrade
standard,expert+learner,none,无策略,T06,通风橱内称量与转移,4852,2733,0.5633,gain_redraw
standard,expert+learner,none,无策略,T07,清理实验台,4826,2913,0.6036,recover_safety
standard,expert+learner,none,无策略,T08,紧急情况报告与撤离,4894,2993,0.6116,control_choice
standard,expert+learner,none,无策略,T09,危险化学品领用与登记,4819,2872,0.596,reduce_upgrade
standard,expert+learner,none,无策略,T10,低温/高温设备使用,4786,2806,0.5863,recover_safety
standard,expert+learner,none,无策略,T11,旋蒸或离心设备操作,4759,2872,0.6035,gain_redraw
standard,expert+learner,none,无策略,T12,实验结束后的交接检查,4848,2808,0.5792,clear_hazard
standard,expert+reckless,none,无策略,T01,配制酸溶液,4784,2998,0.6267,recover_safety
standard,expert+reckless,none,无策略,T02,有机溶剂转移,4889,2768,0.5662,clear_hazard
standard,expert+reckless,none,无策略,T03,加热回流,4865,2673,0.5494,reduce_upgrade
standard,expert+reckless,none,无策略,T04,废液分类处理,4868,2970,0.6101,clear_hazard
standard,expert+reckless,none,无策略,T05,气瓶连接使用,4789,2762,0.5767,reduce_upgrade
standard,expert+reckless,none,无策略,T06,通风橱内称量与转移,4864,2710,0.5572,gain_redraw
standard,expert+reckless,none,无策略,T07,清理实验台,4895,2965,0.6057,recover_safety
standard,expert+reckless,none,无策略,T08,紧急情况报告与撤离,4890,3035,0.6207,control_choice
standard,expert+reckless,none,无策略,T09,危险化学品领用与登记,4790,2880,0.6013,reduce_upgrade
standard,expert+reckless,none,无策略,T10,低温/高温设备使用,4911,2990,0.6088,recover_safety
standard,expert+reckless,none,无策略,T11,旋蒸或离心设备操作,4899,2918,0.5956,gain_redraw
standard,expert+reckless,none,无策略,T12,实验结束后的交接检查,4926,2850,0.5786,clear_hazard
standard,expert+safe,none,无策略,T01,配制酸溶液,4856,3105,0.6394,recover_safety
standard,expert+safe,none,无策略,T02,有机溶剂转移,4934,2885,0.5847,clear_hazard
standard,expert+safe,none,无策略,T03,加热回流,4794,2561,0.5342,reduce_upgrade
standard,expert+safe,none,无策略,T04,废液分类处理,4849,2940,0.6063,clear_hazard
standard,expert+safe,none,无策略,T05,气瓶连接使用,4798,2742,0.5715,reduce_upgrade
standard,expert+safe,none,无策略,T06,通风橱内称量与转移,4865,2725,0.5601,gain_redraw
standard,expert+safe,none,无策略,T07,清理实验台,4903,2957,0.6031,recover_safety
standard,expert+safe,none,无策略,T08,紧急情况报告与撤离,4864,2953,0.6071,control_choice
standard,expert+safe,none,无策略,T09,危险化学品领用与登记,4848,3013,0.6215,reduce_upgrade
standard,expert+safe,none,无策略,T10,低温/高温设备使用,4837,2900,0.5995,recover_safety
standard,expert+safe,none,无策略,T11,旋蒸或离心设备操作,4831,2941,0.6088,gain_redraw
standard,expert+safe,none,无策略,T12,实验结束后的交接检查,4905,2831,0.5772,clear_hazard
standard,learner+learner,none,无策略,T01,配制酸溶液,4828,3021,0.6257,recover_safety
standard,learner+learner,none,无策略,T02,有机溶剂转移,4930,2594,0.5262,clear_hazard
standard,learner+learner,none,无策略,T03,加热回流,4733,2444,0.5164,reduce_upgrade
standard,learner+learner,none,无策略,T04,废液分类处理,4878,2902,0.5949,clear_hazard
standard,learner+learner,none,无策略,T05,气瓶连接使用,4734,2490,0.526,reduce_upgrade
standard,learner+learner,none,无策略,T06,通风橱内称量与转移,4869,2508,0.5151,gain_redraw
standard,learner+learner,none,无策略,T07,清理实验台,4822,2856,0.5923,recover_safety
standard,learner+learner,none,无策略,T08,紧急情况报告与撤离,4917,2904,0.5906,control_choice
standard,learner+learner,none,无策略,T09,危险化学品领用与登记,4771,2707,0.5674,reduce_upgrade
standard,learner+learner,none,无策略,T10,低温/高温设备使用,4855,2828,0.5825,recover_safety
standard,learner+learner,none,无策略,T11,旋蒸或离心设备操作,4769,2733,0.5731,gain_redraw
standard,learner+learner,none,无策略,T12,实验结束后的交接检查,4876,2770,0.5681,clear_hazard
standard,learner+reckless,none,无策略,T01,配制酸溶液,4787,3004,0.6275,recover_safety
standard,learner+reckless,none,无策略,T02,有机溶剂转移,4883,2606,0.5337,clear_hazard
standard,learner+reckless,none,无策略,T03,加热回流,4871,2556,0.5247,reduce_upgrade
standard,learner+reckless,none,无策略,T04,废液分类处理,4924,2910,0.591,clear_hazard
standard,learner+reckless,none,无策略,T05,气瓶连接使用,4852,2596,0.535,reduce_upgrade
standard,learner+reckless,none,无策略,T06,通风橱内称量与转移,4850,2534,0.5225,gain_redraw
standard,learner+reckless,none,无策略,T07,清理实验台,4805,2802,0.5831,recover_safety
standard,learner+reckless,none,无策略,T08,紧急情况报告与撤离,4867,2881,0.5919,control_choice
standard,learner+reckless,none,无策略,T09,危险化学品领用与登记,4845,2789,0.5756,reduce_upgrade
standard,learner+reckless,none,无策略,T10,低温/高温设备使用,4749,2809,0.5915,recover_safety
standard,learner+reckless,none,无策略,T11,旋蒸或离心设备操作,4809,2790,0.5802,gain_redraw
standard,learner+reckless,none,无策略,T12,实验结束后的交接检查,4837,2803,0.5795,clear_hazard
standard,learner+safe,none,无策略,T01,配制酸溶液,4788,3026,0.632,recover_safety
standard,learner+safe,none,无策略,T02,有机溶剂转移,4774,2771,0.5804,clear_hazard
standard,learner+safe,none,无策略,T03,加热回流,4807,2560,0.5326,reduce_upgrade
standard,learner+safe,none,无策略,T04,废液分类处理,4873,2904,0.5959,clear_hazard
standard,learner+safe,none,无策略,T05,气瓶连接使用,4774,2686,0.5626,reduce_upgrade
standard,learner+safe,none,无策略,T06,通风橱内称量与转移,4844,2698,0.557,gain_redraw
standard,learner+safe,none,无策略,T07,清理实验台,4899,2934,0.5989,recover_safety
standard,learner+safe,none,无策略,T08,紧急情况报告与撤离,4912,2958,0.6022,control_choice
standard,learner+safe,none,无策略,T09,危险化学品领用与登记,4881,2914,0.597,reduce_upgrade
standard,learner+safe,none,无策略,T10,低温/高温设备使用,4887,2918,0.5971,recover_safety
standard,learner+safe,none,无策略,T11,旋蒸或离心设备操作,4867,3013,0.6191,gain_redraw
standard,learner+safe,none,无策略,T12,实验结束后的交接检查,4925,2856,0.5799,clear_hazard
standard,reckless+reckless,none,无策略,T01,配制酸溶液,4747,2847,0.5997,recover_safety
standard,reckless+reckless,none,无策略,T02,有机溶剂转移,4742,2450,0.5167,clear_hazard
standard,reckless+reckless,none,无策略,T03,加热回流,4822,2160,0.4479,reduce_upgrade
standard,reckless+reckless,none,无策略,T04,废液分类处理,4722,2542,0.5383,clear_hazard
standard,reckless+reckless,none,无策略,T05,气瓶连接使用,4753,2569,0.5405,reduce_upgrade
standard,reckless+reckless,none,无策略,T06,通风橱内称量与转移,4760,2454,0.5155,gain_redraw
standard,reckless+reckless,none,无策略,T07,清理实验台,4734,2650,0.5598,recover_safety
standard,reckless+reckless,none,无策略,T08,紧急情况报告与撤离,4842,2403,0.4963,control_choice
standard,reckless+reckless,none,无策略,T09,危险化学品领用与登记,4724,2684,0.5682,reduce_upgrade
standard,reckless+reckless,none,无策略,T10,低温/高温设备使用,4812,2641,0.5488,recover_safety
standard,reckless+reckless,none,无策略,T11,旋蒸或离心设备操作,4728,2748,0.5812,gain_redraw
standard,reckless+reckless,none,无策略,T12,实验结束后的交接检查,4784,2749,0.5746,clear_hazard
standard,reckless+safe,none,无策略,T01,配制酸溶液,4845,3051,0.6297,recover_safety
standard,reckless+safe,none,无策略,T02,有机溶剂转移,4914,2845,0.579,clear_hazard
standard,reckless+safe,none,无策略,T03,加热回流,4861,2645,0.5441,reduce_upgrade
standard,reckless+safe,none,无策略,T04,废液分类处理,4899,2960,0.6042,clear_hazard
standard,reckless+safe,none,无策略,T05,气瓶连接使用,4911,2810,0.5722,reduce_upgrade
standard,reckless+safe,none,无策略,T06,通风橱内称量与转移,4741,2585,0.5452,gain_redraw
standard,reckless+safe,none,无策略,T07,清理实验台,4910,2948,0.6004,recover_safety
standard,reckless+safe,none,无策略,T08,紧急情况报告与撤离,4849,2945,0.6073,control_choice
standard,reckless+safe,none,无策略,T09,危险化学品领用与登记,4824,2834,0.5875,reduce_upgrade
standard,reckless+safe,none,无策略,T10,低温/高温设备使用,4832,2851,0.59,recover_safety
standard,reckless+safe,none,无策略,T11,旋蒸或离心设备操作,4917,2971,0.6042,gain_redraw
standard,reckless+safe,none,无策略,T12,实验结束后的交接检查,4842,2804,0.5791,clear_hazard
standard,safe+safe,none,无策略,T01,配制酸溶液,4874,3109,0.6379,recover_safety
standard,safe+safe,none,无策略,T02,有机溶剂转移,4817,2808,0.5829,clear_hazard
standard,safe+safe,none,无策略,T03,加热回流,4930,2608,0.529,reduce_upgrade
standard,safe+safe,none,无策略,T04,废液分类处理,4898,2950,0.6023,clear_hazard
standard,safe+safe,none,无策略,T05,气瓶连接使用,4873,2735,0.5613,reduce_upgrade
standard,safe+safe,none,无策略,T06,通风橱内称量与转移,4850,2675,0.5515,gain_redraw
standard,safe+safe,none,无策略,T07,清理实验台,4786,2865,0.5986,recover_safety
standard,safe+safe,none,无策略,T08,紧急情况报告与撤离,4895,2958,0.6043,control_choice
standard,safe+safe,none,无策略,T09,危险化学品领用与登记,4806,2866,0.5963,reduce_upgrade
standard,safe+safe,none,无策略,T10,低温/高温设备使用,4870,2882,0.5918,recover_safety
standard,safe+safe,none,无策略,T11,旋蒸或离心设备操作,4742,2897,0.6109,gain_redraw
standard,safe+safe,none,无策略,T12,实验结束后的交接检查,4888,2862,0.5855,clear_hazard
teaching,balanced+balanced,none,无策略,T01,配制酸溶液,4943,3069,0.6209,recover_safety
teaching,balanced+balanced,none,无策略,T02,有机溶剂转移,4962,2921,0.5887,clear_hazard
teaching,balanced+balanced,none,无策略,T03,加热回流,5055,2809,0.5557,reduce_upgrade
teaching,balanced+balanced,none,无策略,T04,废液分类处理,4942,3041,0.6153,clear_hazard
teaching,balanced+balanced,none,无策略,T05,气瓶连接使用,4985,2840,0.5697,reduce_upgrade
teaching,balanced+balanced,none,无策略,T06,通风橱内称量与转移,4999,2784,0.5569,gain_redraw
teaching,balanced+balanced,none,无策略,T07,清理实验台,4954,2926,0.5906,recover_safety
teaching,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,4868,3034,0.6233,control_choice
teaching,balanced+balanced,none,无策略,T09,危险化学品领用与登记,4953,2881,0.5817,reduce_upgrade
teaching,balanced+balanced,none,无策略,T10,低温/高温设备使用,4932,2947,0.5975,recover_safety
teaching,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,4968,3015,0.6069,gain_redraw
teaching,balanced+balanced,none,无策略,T12,实验结束后的交接检查,4904,2773,0.5655,clear_hazard
challenge,balanced+balanced,none,无策略,T01,配制酸溶液,4222,2631,0.6232,recover_safety
challenge,balanced+balanced,none,无策略,T02,有机溶剂转移,4213,2347,0.5571,clear_hazard
challenge,balanced+balanced,none,无策略,T03,加热回流,4233,2171,0.5129,reduce_upgrade
challenge,balanced+balanced,none,无策略,T04,废液分类处理,4256,2531,0.5947,clear_hazard
challenge,balanced+balanced,none,无策略,T05,气瓶连接使用,4337,2482,0.5723,reduce_upgrade
challenge,balanced+balanced,none,无策略,T06,通风橱内称量与转移,4142,2280,0.5505,gain_redraw
challenge,balanced+balanced,none,无策略,T07,清理实验台,4136,2397,0.5795,recover_safety
challenge,balanced+balanced,none,无策略,T08,紧急情况报告与撤离,4258,2491,0.585,control_choice
challenge,balanced+balanced,none,无策略,T09,危险化学品领用与登记,4314,2508,0.5814,reduce_upgrade
challenge,balanced+balanced,none,无策略,T10,低温/高温设备使用,4269,2449,0.5737,recover_safety
challenge,balanced+balanced,none,无策略,T11,旋蒸或离心设备操作,4284,2531,0.5908,gain_redraw
challenge,balanced+balanced,none,无策略,T12,实验结束后的交接检查,4223,2518,0.5963,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T01,配制酸溶液,4886,3050,0.6242,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T02,有机溶剂转移,4941,2812,0.5691,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T03,加热回流,4926,2707,0.5495,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T04,废液分类处理,4912,2916,0.5936,clear_hazard
standard,balanced+balanced,stable_management,稳健管理,T05,气瓶连接使用,4923,2861,0.5811,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T06,通风橱内称量与转移,4914,2724,0.5543,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T07,清理实验台,4970,2945,0.5926,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T08,紧急情况报告与撤离,4841,3041,0.6282,control_choice
standard,balanced+balanced,stable_management,稳健管理,T09,危险化学品领用与登记,4954,2869,0.5791,reduce_upgrade
standard,balanced+balanced,stable_management,稳健管理,T10,低温/高温设备使用,4996,2971,0.5947,recover_safety
standard,balanced+balanced,stable_management,稳健管理,T11,旋蒸或离心设备操作,4926,2995,0.608,gain_redraw
standard,balanced+balanced,stable_management,稳健管理,T12,实验结束后的交接检查,4837,2859,0.5911,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T01,配制酸溶液,4733,2928,0.6186,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T02,有机溶剂转移,4829,2789,0.5776,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T03,加热回流,4835,2670,0.5522,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T04,废液分类处理,4930,2962,0.6008,clear_hazard
standard,balanced+balanced,efficiency_first,效率优先,T05,气瓶连接使用,4720,2713,0.5748,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T06,通风橱内称量与转移,4814,2691,0.559,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T07,清理实验台,4783,2853,0.5965,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T08,紧急情况报告与撤离,4778,2929,0.613,control_choice
standard,balanced+balanced,efficiency_first,效率优先,T09,危险化学品领用与登记,4801,2808,0.5849,reduce_upgrade
standard,balanced+balanced,efficiency_first,效率优先,T10,低温/高温设备使用,4819,2864,0.5943,recover_safety
standard,balanced+balanced,efficiency_first,效率优先,T11,旋蒸或离心设备操作,4793,2905,0.6061,gain_redraw
standard,balanced+balanced,efficiency_first,效率优先,T12,实验结束后的交接检查,4773,2762,0.5787,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T01,配制酸溶液,4654,2880,0.6188,recover_safety
standard,balanced+balanced,standards_first,规范先行,T02,有机溶剂转移,4799,2719,0.5666,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T03,加热回流,4804,2640,0.5495,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T04,废液分类处理,4683,2843,0.6071,clear_hazard
standard,balanced+balanced,standards_first,规范先行,T05,气瓶连接使用,4813,2797,0.5811,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T06,通风橱内称量与转移,4692,2594,0.5529,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T07,清理实验台,4708,2795,0.5937,recover_safety
standard,balanced+balanced,standards_first,规范先行,T08,紧急情况报告与撤离,4737,2936,0.6198,control_choice
standard,balanced+balanced,standards_first,规范先行,T09,危险化学品领用与登记,4703,2764,0.5877,reduce_upgrade
standard,balanced+balanced,standards_first,规范先行,T10,低温/高温设备使用,4722,2839,0.6012,recover_safety
standard,balanced+balanced,standards_first,规范先行,T11,旋蒸或离心设备操作,4806,2883,0.5999,gain_redraw
standard,balanced+balanced,standards_first,规范先行,T12,实验结束后的交接检查,4692,2670,0.5691,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T01,配制酸溶液,4851,2994,0.6172,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T02,有机溶剂转移,4987,2881,0.5777,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T03,加热回流,4829,2646,0.5479,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T04,废液分类处理,4902,3009,0.6138,clear_hazard
standard,balanced+balanced,risk_isolation,风险隔离,T05,气瓶连接使用,4950,2876,0.581,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T06,通风橱内称量与转移,4895,2746,0.561,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T07,清理实验台,4933,2962,0.6004,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T08,紧急情况报告与撤离,4970,3066,0.6169,control_choice
standard,balanced+balanced,risk_isolation,风险隔离,T09,危险化学品领用与登记,4806,2825,0.5878,reduce_upgrade
standard,balanced+balanced,risk_isolation,风险隔离,T10,低温/高温设备使用,5019,3012,0.6001,recover_safety
standard,balanced+balanced,risk_isolation,风险隔离,T11,旋蒸或离心设备操作,4956,3042,0.6138,gain_redraw
standard,balanced+balanced,risk_isolation,风险隔离,T12,实验结束后的交接检查,4831,2729,0.5649,clear_hazard
