mode,team,strategy_id,strategy_name,action_id,action_name,picks,pick_rate
standard,expert+learner,none,无策略,hood,使用通风橱,8602,0.0738
standard,expert+learner,none,无策略,waste,分类回收,3497,0.03
standard,expert+learner,none,无策略,cleanup,隔离与清理,7852,0.0674
standard,expert+learner,none,无策略,emergency,使用应急设施,11033,0.0946
standard,expert+learner,none,无策略,report,上报负责人,15066,0.1292
standard,expert+learner,none,无策略,shutdown,切断热源/电源,15211,0.1305
standard,expert+learner,none,无策略,inspect,检查并更换器材,9180,0.0787
standard,expert+learner,none,无策略,secure,固定与规范连接,5021,0.0431
standard,expert+learner,none,无策略,evacuate,撤离与警戒,13686,0.1174
standard,expert+reckless,none,无策略,stop,暂停当前步骤,14778,0.1266
standard,expert+reckless,none,无策略,ppe,补全PPE,3417,0.0293
standard,expert+reckless,none,无策略,label,核对标签与记录,9289,0.0796
standard,expert+reckless,none,无策略,hood,使用通风橱,8949,0.0767
standard,expert+reckless,none,无策略,waste,分类回收,3817,0.0327
standard,expert+reckless,none,无策略,cleanup,隔离与清理,8241,0.0706
standard,expert+reckless,none,无策略,emergency,使用应急设施,10804,0.0925
standard,expert+reckless,none,无策略,report,上报负责人,14682,0.1258
standard,expert+reckless,none,无策略,shutdown,切断热源/电源,14670,0.1257
standard,expert+reckless,none,无策略,inspect,检查并更换器材,9493,0.0813
standard,expert+reckless,none,无策略,secure,固定与规范连接,5334,0.0457
standard,expert+reckless,none,无策略,evacuate,撤离与警戒,13266,0.1136
standard,expert+safe,none,无策略,stop,暂停当前步骤,15330,0.1315
standard,expert+safe,none,无策略,ppe,补全PPE,3473,0.0298
standard,expert+safe,none,无策略,label,核对标签与记录,9025,0.0774
standard,expert+safe,none,无策略,hood,使用通风橱,8372,0.0718
standard,expert+safe,none,无策略,waste,分类回收,3362,0.0288
standard,expert+safe,none,无策略,cleanup,隔离与清理,7598,0.0652
standard,expert+safe,none,无策略,emergency,使用应急设施,11257,0.0966
standard,expert+safe,none,无策略,report,上报负责人,15312,0.1314
standard,expert+safe,none,无策略,shutdown,切断热源/电源,15049,0.1291
standard,expert+safe,none,无策略,inspect,检查并更换器材,9031,0.0775
standard,expert+safe,none,无策略,secure,固定与规范连接,4922,0.0422
standard,expert+safe,none,无策略,evacuate,撤离与警戒,13837,0.1187
standard,learner+learner,none,无策略,stop,暂停当前步骤,14749,0.1272
standard,learner+learner,none,无策略,ppe,补全PPE,3577,0.0308
standard,learner+learner,none,无策略,label,核对标签与记录,8773,0.0757
standard,learner+learner,none,无策略,hood,使用通风橱,8451,0.0729
standard,learner+learner,none,无策略,waste,分类回收,3712,0.032
standard,learner+learner,none,无策略,cleanup,隔离与清理,7901,0.0681
standard,learner+learner,none,无策略,emergency,使用应急设施,11870,0.1024
standard,learner+learner,none,无策略,report,上报负责人,14555,0.1255
standard,learner+learner,none,无策略,shutdown,切断热源/电源,14781,0.1275
standard,learner+learner,none,无策略,inspect,检查并更换器材,8825,0.0761
standard,learner+learner,none,无策略,secure,固定与规范连接,5041,0.0435
standard,learner+learner,none,无策略,evacuate,撤离与警戒,13729,0.1184
standard,learner+reckless,none,无策略,stop,暂停当前步骤,14373,0.1237
standard,learner+reckless,none,无策略,ppe,补全PPE,3647,0.0314
standard,learner+reckless,none,无策略,label,核对标签与记录,9061,0.078
standard,learner+reckless,none,无策略,hood,使用通风橱,8776,0.0756
standard,learner+reckless,none,无策略,waste,分类回收,3948,0.034
standard,learner+reckless,none,无策略,cleanup,隔离与清理,8102,0.0697
standard,learner+reckless,none,无策略,emergency,使用应急设施,11624,0.1001
standard,learner+reckless,none,无策略,report,上报负责人,14384,0.1238
standard,learner+reckless,none,无策略,shutdown,切断热源/电源,14452,0.1244
standard,learner+reckless,none,无策略,inspect,检查并更换器材,9005,0.0775
standard,learner+reckless,none,无策略,secure,固定与规范连接,5374,0.0463
standard,learner+reckless,none,无策略,evacuate,撤离与警戒,13412,0.1155
standard,learner+safe,none,无策略,stop,暂停当前步骤,15456,0.1327
standard,learner+safe,none,无策略,ppe,补全PPE,3418,0.0293
standard,learner+safe,none,无策略,label,核对标签与记录,8487,0.0729
standard,learner+safe,none,无策略,hood,使用通风橱,8209,0.0705
standard,learner+safe,none,无策略,waste,分类回收,3365,0.0289
standard,learner+safe,none,无策略,cleanup,隔离与清理,7606,0.0653
standard,learner+safe,none,无策略,emergency,使用应急设施,11753,0.1009
standard,learner+safe,none,无策略,report,上报负责人,15356,0.1319
standard,learner+safe,none,无策略,shutdown,切断热源/电源,15268,0.1311
standard,learner+safe,none,无策略,inspect,检查并更换器材,8797,0.0755
standard,learner+safe,none,无策略,secure,固定与规范连接,4811,0.0413
standard,learner+safe,none,无策略,evacuate,撤离与警戒,13936,0.1197
standard,reckless+reckless,none,无策略,stop,暂停当前步骤,13238,0.1158
standard,reckless+reckless,none,无策略,ppe,补全PPE,4341,0.038
standard,reckless+reckless,none,无策略,label,核对标签与记录,9643,0.0843
standard,reckless+reckless,none,无策略,hood,使用通风橱,9246,0.0809
standard,reckless+reckless,none,无策略,waste,分类回收,4683,0.041
standard,reckless+reckless,none,无策略,cleanup,隔离与清理,8974,0.0785
standard,reckless+reckless,none,无策略,emergency,使用应急设施,10958,0.0958
standard,reckless+reckless,none,无策略,report,上报负责人,12568,0.1099
standard,reckless+reckless,none,无策略,shutdown,切断热源/电源,12879,0.1126
standard,reckless+reckless,none,无策略,inspect,检查并更换器材,9581,0.0838
standard,reckless+reckless,none,无策略,secure,固定与规范连接,6070,0.0531
standard,reckless+reckless,none,无策略,evacuate,撤离与警戒,12159,0.1063
standard,reckless+safe,none,无策略,stop,暂停当前步骤,15298,0.1311
standard,reckless+safe,none,无策略,ppe,补全PPE,3327,0.0285
standard,reckless+safe,none,无策略,label,核对标签与记录,8789,0.0753
standard,reckless+safe,none,无策略,hood,使用通风橱,8784,0.0753
standard,reckless+safe,none,无策略,waste,分类回收,3541,0.0303
standard,reckless+safe,none,无策略,cleanup,隔离与清理,7907,0.0678
standard,reckless+safe,none,无策略,emergency,使用应急设施,11322,0.097
standard,reckless+safe,none,无策略,report,上报负责人,14801,0.1268
standard,reckless+safe,none,无策略,shutdown,切断热源/电源,14858,0.1273
standard,reckless+safe,none,无策略,inspect,检查并更换器材,8953,0.0767
standard,reckless+safe,none,无策略,secure,固定与规范连接,5158,0.0442
standard,reckless+safe,none,无策略,evacuate,撤离与警戒,13952,0.1196
standard,safe+safe,none,无策略,stop,暂停当前步骤,15497,0.1331
standard,safe+safe,none,无策略,ppe,补全PPE,3307,0.0284
standard,safe+safe,none,无策略,label,核对标签与记录,8350,0.0717
standard,safe+safe,none,无策略,hood,使用通风橱,7935,0.0681
standard,safe+safe,none,无策略,waste,分类回收,3242,0.0278
standard,safe+safe,none,无策略,cleanup,隔离与清理,7471,0.0642
standard,safe+safe,none,无策略,emergency,使用应急设施,12100,0.1039
standard,safe+safe,none,无策略,report,上报负责人,15573,0.1337
standard,safe+safe,none,无策略,shutdown,切断热源/电源,15419,0.1324
standard,safe+safe,none,无策略,inspect,检查并更换器材,8567,0.0736
standard,safe+safe,none,无策略,secure,固定与规范连接,4747,0.0408
standard,safe+safe,none,无策略,evacuate,撤离与警戒,14250,0.1224
teaching,balanced+balanced,none,无策略,stop,暂停当前步骤,15252,0.1282
teaching,balanced+balanced,none,无策略,ppe,补全PPE,3649,0.0307
teaching,balanced+balanced,none,无策略,label,核对标签与记录,9251,0.0778
teaching,balanced+balanced,none,无策略,hood,使用通风橱,9078,0.0763
teaching,balanced+balanced,none,无策略,waste,分类回收,3751,0.0315
teaching,balanced+balanced,none,无策略,cleanup,隔离与清理,7935,0.0667
teaching,balanced+balanced,none,无策略,emergency,使用应急设施,11013,0.0926
teaching,balanced+balanced,none,无策略,report,上报负责人,15006,0.1262
teaching,balanced+balanced,none,无策略,shutdown,切断热源/电源,15109,0.127
teaching,balanced+balanced,none,无策略,inspect,检查并更换器材,9469,0.0796
teaching,balanced+balanced,none,无策略,secure,固定与规范连接,5524,0.0464
teaching,balanced+balanced,none,无策略,evacuate,撤离与警戒,13893,0.1168
challenge,balanced+balanced,none,无策略,stop,暂停当前步骤,16735,0.1257
challenge,balanced+balanced,none,无策略,ppe,补全PPE,4148,0.0312
challenge,balanced+balanced,none,无策略,label,核对标签与记录,9639,0.0724
challenge,balanced+balanced,none,无策略,hood,使用通风橱,9784,0.0735
challenge,balanced+balanced,none,无策略,waste,分类回收,4266,0.032
challenge,balanced+balanced,none,无策略,cleanup,隔离与清理,9667,0.0726
challenge,balanced+balanced,none,无策略,emergency,使用应急设施,13433,0.1009
challenge,balanced+balanced,none,无策略,report,上报负责人,16593,0.1246
challenge,balanced+balanced,none,无策略,shutdown,切断热源/电源,16791,0.1261
challenge,balanced+balanced,none,无策略,inspect,检查并更换器材,10130,0.0761
challenge,balanced+balanced,none,无策略,secure,固定与规范连接,6669,0.0501
challenge,balanced+balanced,none,无策略,evacuate,撤离与警戒,15269,0.1147
standard,balanced+balanced,stable_management,稳健管理,stop,暂停当前步骤,14995,0.127
standard,balanced+balanced,stable_management,稳健管理,ppe,补全PPE,3602,0.0305
standard,balanced+balanced,stable_management,稳健管理,label,核对标签与记录,9254,0.0784
standard,balanced+balanced,stable_management,稳健管理,hood,使用通风橱,8888,0.0753
standard,balanced+balanced,stable_management,稳健管理,waste,分类回收,3817,0.0323
standard,balanced+balanced,stable_management,稳健管理,cleanup,隔离与清理,8019,0.0679
standard,balanced+balanced,stable_management,稳健管理,emergency,使用应急设施,10940,0.0927
standard,balanced+balanced,stable_management,稳健管理,report,上报负责人,14921,0.1264
standard,balanced+balanced,stable_management,稳健管理,shutdown,切断热源/电源,14980,0.1269
standard,balanced+balanced,stable_management,稳健管理,inspect,检查并更换器材,9393,0.0796
standard,balanced+balanced,stable_management,稳健管理,secure,固定与规范连接,5416,0.0459
standard,balanced+balanced,stable_management,稳健管理,evacuate,撤离与警戒,13827,0.1171
standard,balanced+balanced,efficiency_first,效率优先,stop,暂停当前步骤,14671,0.1273
standard,balanced+balanced,efficiency_first,效率优先,ppe,补全PPE,3554,0.0308
standard,balanced+balanced,efficiency_first,效率优先,label,核对标签与记录,8870,0.077
standard,balanced+balanced,efficiency_first,效率优先,hood,使用通风橱,8676,0.0753
standard,balanced+balanced,efficiency_first,效率优先,waste,分类回收,3619,0.0314
standard,balanced+balanced,efficiency_first,效率优先,cleanup,隔离与清理,7791,0.0676
standard,balanced+balanced,efficiency_first,效率优先,emergency,使用应急设施,10761,0.0934
standard,balanced+balanced,efficiency_first,效率优先,report,上报负责人,14732,0.1279
standard,balanced+balanced,efficiency_first,效率优先,shutdown,切断热源/电源,14739,0.1279
standard,balanced+balanced,efficiency_first,效率优先,inspect,检查并更换器材,9227,0.0801
standard,balanced+balanced,efficiency_first,效率优先,secure,固定与规范连接,5182,0.045
standard,balanced+balanced,efficiency_first,效率优先,evacuate,撤离与警戒,13394,0.1163
standard,balanced+balanced,standards_first,规范先行,stop,暂停当前步骤,14617,0.1286
standard,balanced+balanced,standards_first,规范先行,ppe,补全PPE,3433,0.0302
standard,balanced+balanced,standards_first,规范先行,label,核对标签与记录,8675,0.0763
standard,balanced+balanced,standards_first,规范先行,hood,使用通风橱,8587,0.0756
standard,balanced+balanced,standards_first,规范先行,waste,分类回收,3612,0.0318
standard,balanced+balanced,standards_first,规范先行,cleanup,隔离与清理,7720,0.0679
standard,balanced+balanced,standards_first,规范先行,emergency,使用应急设施,10561,0.0929
standard,balanced+balanced,standards_first,规范先行,report,上报负责人,14444,0.1271
standard,balanced+balanced,standards_first,规范先行,shutdown,切断热源/电源,14437,0.1271
standard,balanced+balanced,standards_first,规范先行,inspect,检查并更换器材,9023,0.0794
standard,balanced+balanced,standards_first,规范先行,secure,固定与规范连接,5233,0.0461
standard,balanced+balanced,standards_first,规范先行,evacuate,撤离与警戒,13284,0.1169
standard,balanced+balanced,risk_isolation,风险隔离,stop,暂停当前步骤,14951,0.1269
standard,balanced+balanced,risk_isolation,风险隔离,ppe,补全PPE,3512,0.0298
standard,balanced+balanced,risk_isolation,风险隔离,label,核对标签与记录,9036,0.0767
standard,balanced+balanced,risk_isolation,风险隔离,hood,使用通风橱,9076,0.077
standard,balanced+balanced,risk_isolation,风险隔离,waste,分类回收,3618,0.0307
standard,balanced+balanced,risk_isolation,风险隔离,cleanup,隔离与清理,7982,0.0677
standard,balanced+balanced,risk_isolation,风险隔离,emergency,使用应急设施,11054,0.0938
standard,balanced+balanced,risk_isolation,风险隔离,report,上报负责人,15099,0.1281
standard,balanced+balanced,risk_isolation,风险隔离,shutdown,切断热源/电源,15140,0.1285
standard,balanced+balanced,risk_isolation,风险隔离,inspect,检查并更换器材,9369,0.0795
standard,balanced+balanced,risk_isolation,风险隔离,secure,固定与规范连接,5295,0.0449
standard,balanced+balanced,risk_isolation,风险隔离,evacuate,撤离与警戒,13726,0.1165
